ID, Size, Predicted, Actual
0,215,7.363770250368188E-4,NO
1,271,0.9992636229749633,YES
2,458,7.363770250368188E-4,YES
3,137,0.3334152334152335,NO
4,357,7.363770250368188E-4,NO
5,1243,0.9992636229749633,YES
6,51,2.457002457002457E-4,NO
7,154,1.8429782528566163E-4,NO
8,31,1.474491300501327E-4,NO
9,934,0.9992636229749633,YES
10,180,0.9992636229749633,NO
11,260,7.363770250368188E-4,NO
12,584,0.9992636229749633,YES
13,40,3.684598378776714E-4,NO
14,372,0.9992636229749633,YES
15,388,7.363770250368188E-4,NO
16,51,2.457002457002457E-4,NO
17,609,0.9992636229749633,YES
18,32,1.8429782528566163E-4,NO
19,66,1.474491300501327E-4,NO
20,180,7.363770250368188E-4,YES
21,587,0.9992636229749633,NO
22,164,7.363770250368188E-4,NO
23,50,1.228803145736053E-4,NO
24,27,5.6721497447532616E-5,NO
25,938,0.9992636229749633,YES
26,60,2.457002457002457E-4,NO
27,62,9.216589861751152E-5,NO
28,87,7.363770250368188E-4,NO
29,52,7.363770250368188E-4,NO
30,270,7.363770250368188E-4,YES
31,163,3.684598378776714E-4,NO
32,109,0.9992636229749633,NO
33,147,1.8429782528566163E-4,NO
34,58,0.12506912442396315,NO
35,44,2.457002457002457E-4,NO
36,106,0.9992636229749633,YES
37,151,7.363770250368188E-4,NO
38,352,0.9992636229749633,YES
39,715,0.9992636229749633,YES
40,876,0.9992636229749633,YES
41,356,7.363770250368188E-4,YES
42,27,7.363770250368188E-4,NO
43,55,3.684598378776714E-4,NO
44,191,3.684598378776714E-4,NO
45,90,2.457002457002457E-4,NO
46,271,7.363770250368188E-4,YES
47,137,7.363770250368188E-4,NO
48,79,2.457002457002457E-4,NO
49,82,7.363770250368188E-4,NO
50,147,1.8429782528566163E-4,NO
51,422,7.363770250368188E-4,YES
52,1030,0.9992636229749633,YES
53,529,0.9992636229749633,YES
54,189,7.363770250368188E-4,YES
55,167,0.9992636229749633,YES
56,84,0.2000884694780301,NO
57,195,0.9992636229749633,YES
58,374,7.363770250368188E-4,YES
59,126,7.363770250368188E-4,YES
60,106,7.363770250368188E-4,NO
61,109,2.457002457002457E-4,NO
62,85,1.8429782528566163E-4,NO
63,236,7.363770250368188E-4,NO
64,314,0.9992636229749633,YES
65,813,0.9992636229749633,YES
66,27,5.6721497447532616E-5,NO
67,89,2.457002457002457E-4,NO
68,300,0.9992636229749633,YES
69,166,0.9992636229749633,YES
70,92,0.16674858687638242,NO
71,492,0.9992636229749633,YES
72,93,7.363770250368188E-4,NO
73,244,7.363770250368188E-4,NO
74,183,0.9992636229749633,YES
75,250,7.363770250368188E-4,NO
76,109,2.457002457002457E-4,NO
77,602,0.9992636229749633,YES
78,565,0.9992636229749633,YES
79,69,0.5000000000000001,NO
80,77,1.228803145736053E-4,NO
81,97,0.9992636229749633,YES
82,337,7.363770250368188E-4,NO
83,214,3.684598378776714E-4,NO
84,79,2.457002457002457E-4,NO
85,25,7.363770250368188E-4,NO
86,84,0.2000884694780301,NO
87,34,2.457002457002457E-4,NO
88,33,7.363770250368188E-4,NO
89,104,7.363770250368188E-4,NO
90,172,7.363770250368188E-4,NO
91,70,2.457002457002457E-4,NO
92,140,3.684598378776714E-4,NO
93,154,1.8429782528566163E-4,NO
94,356,0.9992636229749633,NO
95,248,7.363770250368188E-4,NO
96,276,7.363770250368188E-4,YES
97,176,7.363770250368188E-4,NO
98,637,0.9992636229749633,YES
99,86,0.9992636229749633,NO
100,53,0.9992636229749633,NO
101,132,1.474491300501327E-4,NO
102,4088,7.363770250368188E-4,NO
103,577,0.9992636229749633,YES
104,758,0.9992636229749633,YES
105,101,0.9992636229749633,NO
106,515,0.9992636229749633,YES
107,327,0.9992636229749633,NO
108,273,7.363770250368188E-4,NO
109,136,7.363770250368188E-4,NO
110,56,1.8429782528566163E-4,NO
111,74,5.267038870746866E-5,NO
112,359,0.9992636229749633,YES
113,174,2.457002457002457E-4,NO
114,148,0.25009214891264286,NO
115,92,0.16674858687638242,NO
116,45,0.2000884694780301,NO
117,168,7.363770250368188E-4,NO
118,77,1.228803145736053E-4,NO
119,664,0.9992636229749633,NO
120,88,3.684598378776714E-4,NO
121,261,7.363770250368188E-4,NO
122,54,1.474491300501327E-4,NO
123,51,7.363770250368188E-4,YES
124,140,7.363770250368188E-4,YES
125,152,7.363770250368188E-4,NO
126,39,1.0532968190436065E-4,NO
127,131,7.363770250368188E-4,NO
128,47,9.216589861751152E-5,NO
129,129,3.684598378776714E-4,NO
130,43,1.474491300501327E-4,NO
131,257,0.9992636229749633,YES
132,62,9.216589861751152E-5,NO
133,45,0.2000884694780301,NO
134,94,0.25009214891264286,NO
135,72,1.0532968190436065E-4,NO
136,42,1.0532968190436065E-4,NO
137,48,8.192692118630181E-5,NO
138,89,2.457002457002457E-4,NO
139,380,7.363770250368188E-4,NO
140,138,0.2000884694780301,NO
141,142,3.684598378776714E-4,NO
142,191,3.684598378776714E-4,NO
143,46,2.457002457002457E-4,NO
144,165,3.684598378776714E-4,NO
145,171,7.363770250368188E-4,NO
146,56,1.8429782528566163E-4,NO
147,179,7.363770250368188E-4,NO
148,74,5.267038870746866E-5,NO
149,36,1.8429782528566163E-4,NO
150,37,8.192692118630181E-5,NO
151,34,2.457002457002457E-4,NO
