Ticket_ID,Commit_Hash,Author,Date,Message,Changed_Files
BOOKKEEPER-19,8ee32a8ab80dcd51f7846972d92b7c9e83d99862,Flavio Paiva Junqueira,2011-05-20 14:11:04 +0000,BOOKKEEPER-19: BookKeeper doesn't support more than 2Gig of memory (ivan via fpj),CHANGES.txt;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java
BOOKKEEPER-1,9ea30d361649e13f28efb05ea2155cf765267a2f,Ivan Brendan Kelly,2011-05-25 09:28:46 +0000,BOOKKEEPER-1: Static variable makes tests fail (fpj via ivank),bookkeeper-server/pom.xml
BOOKKEEPER-1,266b1c2744a35b9379ba5e7023322a2450b91090,Ivan Brendan Kelly,2011-05-25 09:41:33 +0000,BOOKKEEPER-1: Static variable makes tests fail (fpj via ivank) [CHANGES.txt],CHANGES.txt
BOOKKEEPER-22,267ed95a2ae2ef1a8f6a3166b217d86a28166391,Flavio Paiva Junqueira,2011-06-06 15:49:38 +0000,BOOKKEEPER-22: Exception in LedgerCache causes addEntry request to fail (fpj via fpj),CHANGES.txt;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerCacheTest.java
BOOKKEEPER-5,00f25f5622e69f063202f7bd46f09ad1d708983d,Flavio Paiva Junqueira,2011-07-07 14:37:50 +0000,BOOKKEEPER-5: Issue with Netty in BookKeeper (fpj and ivank via fpj),CHANGES.txt;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieReadWriteTest.java
BOOKKEEPER-27,3e9d596480537e45a23e591a1daabddffd2b15bf,Flavio Paiva Junqueira,2011-07-30 23:58:28 +0000,BOOKKEEPER-27: mvn site failed with unresolved dependencies (ivank via fpj),CHANGES.txt;bookkeeper-benchmark/pom.xml;hedwig-client/pom.xml;hedwig-server/pom.xml;pom.xml
BOOKKEEPER-29,de1c3b26a1162fb545c91d9cef4eed435c662a66,Ivan Brendan Kelly,2011-08-10 10:37:39 +0000,BOOKKEEPER-29: BookieRecoveryTest fails intermittently (fpj via ivank),CHANGES.txt;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieRecoveryTest.java
BOOKKEEPER-29,40b13a6b7db9d2da337dce0c7084d8c87c4d6b06,Flavio Paiva Junqueira,2011-08-11 19:37:21 +0000,"BOOKKEEPER-29: BookieRecoveryTest fails intermittently (ivank, fpj via fpj)",CHANGES.txt;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTestClient.java;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BaseTestCase.java;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieReadWriteTest.java;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieRecoveryTest.java
BOOKKEEPER-43,a772663c8e7051396bac5bae5b4ba7bc7ec75e78,Benjamin Reed,2011-08-23 22:34:58 +0000,BOOKKEEPER-43: NullPointException when releasing topic,CHANGES.txt;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java
BOOKKEEPER-38,a01067bb2003e6836acc638b734581844eb08324,Benjamin Reed,2011-08-23 22:38:29 +0000,BOOKKEEPER-38: Bookie Server doesn't exit when its zookeeper session is expired. So the process is hang there.,CHANGES.txt;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java
BOOKKEEPER-38,c30c309bf95a6ba145d33326af73253fb835b1b4,Benjamin Reed,2011-08-23 22:43:46 +0000,forgot to add test from BOOKKEEPER-38,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieZKExpireTest.java
BOOKKEEPER-58,ad96c00dcd01ee310c63f78211c6b66c8c874e05,Ivan Brendan Kelly,2011-08-29 17:33:01 +0000,BOOKKEEPER-58: Changes introduced in BK-38 cause BookieClientTest to hang indefinitely. (ivank),CHANGES.txt;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java
BOOKKEEPER-18,da1df6bcf4f3a1cc2ed4d3798764e855555ab8f8,Ivan Brendan Kelly,2011-08-29 17:34:16 +0000,"BOOKKEEPER-18: maven build is unstable (morel, ivank via ivank)",CHANGES.txt;bookkeeper-benchmark/pom.xml;hedwig-client/pom.xml;hedwig-protocol/pom.xml;hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java;hedwig-server/pom.xml
BOOKKEEPER-28,afdd3dd1e7e06f97e29ff5bcaa2001f81f6d9210,Ivan Brendan Kelly,2011-08-30 08:34:31 +0000,BOOKKEEPER-28: Create useful startup scripts for bookkeeper and hedwig (ivank),CHANGES.txt;bookkeeper-server/bin/bookkeeper;bookkeeper-server/conf/bkenv.sh;bookkeeper-server/lib/README;bookkeeper-server/pom.xml;doc/bookkeeperConfig.textile;doc/bookkeeperStarted.textile;doc/hedwigBuild.textile;doc/hedwigDesign.textile;doc/hedwigUser.textile;hedwig-client/conf/hw_client.conf;hedwig-server/bin/hedwig;hedwig-server/conf/hw_server.conf;hedwig-server/conf/hwenv.sh;hedwig-server/lib/README;hedwig-server/pom.xml;scripts/README.txt;scripts/analyze.py;scripts/hw.bash;scripts/hwServer.sh;scripts/quote
BOOKKEEPER-51,675efc92fdb7c88ff9b871ba2ccf56974f769544,Ivan Brendan Kelly,2011-08-30 09:14:33 +0000,BOOKKEEPER-51: NullPointException at FIFODeliveryManager#deliveryPtrs (xulei via ivank),CHANGES.txt;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java
BOOKKEEPER-52,360174f12df9b853e4f3b65631c4063e150beb8f,Ivan Brendan Kelly,2011-08-30 10:13:51 +0000,BOOKKEEPER-52: Message sequence confuse due to the subscribeMsgQueue@SubscribeResponseHandler (xulei via ivank),CHANGES.txt;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java
BOOKKEEPER-57,28377803242f8514fcdf17f7a808aa756fa158b9,Ivan Brendan Kelly,2011-08-31 14:59:46 +0000,BOOKKEEPER-57: NullPointException at bookie.zk@EntryLogger (xulei via ivank),CHANGES.txt;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java
BOOKKEEPER-63,79ea05a3cbcc953bd86f024eb4143e4b85fcd8f1,Ivan Brendan Kelly,2011-09-05 10:32:39 +0000,BOOKKEEPER-63: Hedwig PubSubServer must wait for its Zookeeper client to be connected upon startup (morel via ivank),CHANGES.txt;hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java;hedwig-server/src/test/java/org/apache/hedwig/server/TestPubSubServerStartup.java
BOOKKEEPER-59,6823a35ceafcaf3d8802a8e502883d3d07e891f7,Flavio Paiva Junqueira,2011-09-16 14:55:38 +0000,BOOKKEEPER-59: Race condition in netty code allocates and orphans resources (BK-5 revisited) (ivank via fpj),CHANGES.txt;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java
BOOKKEEPER-61,9639b64a1296f937a7b2704de671a38deb31007b,Benjamin Reed,2011-10-07 22:24:21 +0000,  BOOKKEEPER-61: BufferedChannel read endless when the remaining bytes of file is less than the capacity of read buffer,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java
BOOKKEEPER-65,c980c700d1313911903df3d4c3d48cf8da441827,Ivan Brendan Kelly,2011-10-17 21:39:26 +0000,BOOKKEEPER-65: fix dependencies on incompatible versions of netty (mmorel via ivank),CHANGES.txt;bookkeeper-benchmark/pom.xml;hedwig-client/pom.xml
BOOKKEEPER-68,2f2f6c66da80e1f2e8a0f7661e91bcd0898d6289,Ivan Brendan Kelly,2011-10-18 08:42:46 +0000,BOOKKEEPER-68: Conditional setData (fpj via ivank),CHANGES.txt;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConditionalSetTest.java
BOOKKEEPER-86,2c91d144a7e283c09e90b3065aa6fb352e177083,Benjamin Reed,2011-10-18 18:14:32 +0000,BOOKKEEPER-86: bookkeeper-benchmark fails to compile after BOOKKEEPER-68,CHANGES.txt;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java
BOOKKEEPER-68,2c91d144a7e283c09e90b3065aa6fb352e177083,Benjamin Reed,2011-10-18 18:14:32 +0000,BOOKKEEPER-86: bookkeeper-benchmark fails to compile after BOOKKEEPER-68,CHANGES.txt;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java
BOOKKEEPER-61,d05e52ce5a6bf8b0076685ccec03f5ab91b2b32d,Benjamin Reed,2011-10-19 18:20:01 +0000,missing CHANGE.txt entry for BOOKKEEPER-61 (commit 1180266),CHANGES.txt
BOOKKEEPER-88,4f09c6b4af38b51d259d8a6068806f7f22cc1847,Ivan Brendan Kelly,2011-10-24 09:40:18 +0000,BOOKKEEPER-88: derby doesn't like - in the topic names (breed via ivank),CHANGES.txt;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java
BOOKKEEPER-92,45f2edbb1c3233309f6498e581e4cdcd87dcb70a,Ivan Brendan Kelly,2011-10-25 15:16:30 +0000,BOOKKEEPER-92: using wrong context object in readLastConfirmedComplete callback (Sijie Guo via ivank),CHANGES.txt;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java
BOOKKEEPER-94,d6465cad801b4ee89b77d1beec6acc371f8ddb6c,Ivan Brendan Kelly,2011-10-26 14:06:38 +0000,BOOKKEEPER-94: Double callbacks in readLastConfirmedOp which fails readLastConfirmed operation even received enough valid responses. (Sijie Guo via ivank),CHANGES.txt;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java
BOOKKEEPER-93,d1823db0509fe49b0ce8140c620e4c5100427407,Ivan Brendan Kelly,2011-10-27 16:53:34 +0000,BOOKKEEPER-93: bookkeeper doesn't work correctly on OpenLedgerNoRecovery (Sijie Guo via ivank),CHANGES.txt;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieReadWriteTest.java
BOOKKEEPER-100,ea616470cfbd129bb03098698a562e1b8dd8ecc4,Ivan Brendan Kelly,2011-10-27 17:12:51 +0000,BOOKKEEPER-100: Some hedwig tests have build errors (dferro via ivank),CHANGES.txt;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/BookKeeperTestBase.java;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestZkTopicManager.java
BOOKKEEPER-71,dc5f5d223502b8bc9ef6bc3706f3bbea975e757e,Ivan Brendan Kelly,2011-10-28 13:36:43 +0000,BOOKKEEPER-71: hedwig c++ client does not build . (ivank),CHANGES.txt;hedwig-client/src/main/cpp/README;hedwig-client/src/main/cpp/config.h.in;hedwig-client/src/main/cpp/configure.ac;hedwig-client/src/main/cpp/inc/hedwig/callback.h;hedwig-client/src/main/cpp/inc/hedwig/client.h;hedwig-client/src/main/cpp/lib/Makefile.am;hedwig-client/src/main/cpp/lib/channel.cpp;hedwig-client/src/main/cpp/lib/channel.h;hedwig-client/src/main/cpp/lib/client.cpp;hedwig-client/src/main/cpp/lib/clientimpl.cpp;hedwig-client/src/main/cpp/lib/clientimpl.h;hedwig-client/src/main/cpp/lib/data.cpp;hedwig-client/src/main/cpp/lib/data.h;hedwig-client/src/main/cpp/lib/eventdispatcher.cpp;hedwig-client/src/main/cpp/lib/exceptions.cpp;hedwig-client/src/main/cpp/lib/publisherimpl.cpp;hedwig-client/src/main/cpp/lib/subscriberimpl.cpp;hedwig-client/src/main/cpp/lib/subscriberimpl.h;hedwig-client/src/main/cpp/lib/util.cpp;hedwig-client/src/main/cpp/lib/util.h;hedwig-client/src/main/cpp/scripts/network-delays.sh;hedwig-client/src/main/cpp/scripts/server-control.sh;hedwig-client/src/main/cpp/scripts/tester.sh;hedwig-client/src/main/cpp/test/Makefile.am;hedwig-client/src/main/cpp/test/main.cpp;hedwig-client/src/main/cpp/test/publishtest.cpp;hedwig-client/src/main/cpp/test/pubsubdatatest.cpp;hedwig-client/src/main/cpp/test/pubsubtest.cpp;hedwig-client/src/main/cpp/test/servercontrol.cpp;hedwig-client/src/main/cpp/test/servercontrol.h;hedwig-client/src/main/cpp/test/subscribetest.cpp;hedwig-client/src/main/cpp/test/util.h;hedwig-client/src/main/cpp/test/utiltest.cpp;hedwig-server/src/test/java/org/apache/hedwig/ServerControl.java;hedwig-server/src/test/java/org/apache/hedwig/ServerControlDaemon.java
BOOKKEEPER-50,c17dfb9aa2aeb6d3d1c6fa934dc9ef15bf6b5bc2,Ivan Brendan Kelly,2011-11-04 10:46:44 +0000,BOOKKEEPER-50: NullPointException at LedgerDescriptor#cmpMasterKey (Sijie Guo via ivank),CHANGES.txt;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BaseTestCase.java
BOOKKEEPER-107,2ea2fd09f2bbbea18e183c8af8e82e81eee9fe79,Ivan Brendan Kelly,2011-11-08 17:58:18 +0000,BOOKKEEPER-107: memory leak in HostAddress of hedwig c++ client (Sijie Guo via ivank),CHANGES.txt;hedwig-client/src/main/cpp/lib/clientimpl.cpp;hedwig-client/src/main/cpp/lib/clientimpl.h;hedwig-client/src/main/cpp/lib/util.cpp;hedwig-client/src/main/cpp/lib/util.h
BOOKKEEPER-80,6e3b195d16ef4b24618d7bb13b3eede6b9126e74,Ivan Brendan Kelly,2011-11-08 18:09:49 +0000,BOOKKEEPER-80: subscription msg queue race condition in hedwig c++ client (Sijie Guo via ivank),CHANGES.txt;hedwig-client/src/main/cpp/lib/subscriberimpl.cpp;hedwig-client/src/main/cpp/lib/subscriberimpl.h;hedwig-client/src/main/cpp/test/pubsubtest.cpp;hedwig-client/src/main/cpp/test/util.h
BOOKKEEPER-106,75dbf699b90dd01b0dd44e4bdda60e7176b3ee12,Flavio Paiva Junqueira,2011-11-15 18:42:58 +0000,BOOKKEEPER-106: recoveryBookieData can select a recovery bookie which is already in the ledgers ensemble,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BaseTestCase.java
BOOKKEEPER-106,64411b9af4eede947f0cf0fd46da4d3170ec18e4,Flavio Paiva Junqueira,2011-11-15 18:44:33 +0000,BOOKKEEPER-106:	recoveryBookieData can select a recovery bookie which is already in the ledgers ensemble (forgot to edit CHANGES.txt),CHANGES.txt
BOOKKEEPER-81,304bf8fe61bd545072d09c7089d8b92fc3c2f1d3,Flavio Paiva Junqueira,2011-11-17 08:59:36 +0000,BOOKKEEPER-81: disk space of garbage collected entry logger files isn't reclaimed util process quit (Sijie Guo via fpj),CHANGES.txt;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java
BOOKKEEPER-87,03e03c2b4a0eb0266cad4eb5e34099100629425e,Flavio Paiva Junqueira,2011-11-17 14:00:27 +0000,BOOKKEEPER-87: TestHedwigHub exhausts direct buffer memory with netty 3.2.4.Final (ivank via fpj),CHANGES.txt;bookkeeper-server/pom.xml;hedwig-server/pom.xml
BOOKKEEPER-69,4afc000c193174857925f357a32950ab743490bc,Ivan Brendan Kelly,2011-11-18 10:38:46 +0000,"BOOKKEEPER-69: ServerRedirectLoopException when a machine (hosts bookie server & hub server) reboot, which is caused by race condition of topic manager (Sijie, ivank via ivank)",CHANGES.txt;hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/BookKeeperTestBase.java;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestConcurrentTopicAcquisition.java
BOOKKEEPER-115,d33f843a67ad8bc73367259c78170c0bfab24cdc,Ivan Brendan Kelly,2011-11-18 18:06:13 +0000,BOOKKEEPER-115: LocalBookKeeper fails after BOOKKEEPER-108 (ivank),CHANGES.txt;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java
BOOKKEEPER-79,1bcbc47bcc6394b0c6fdeb73203aab59eab0fee5,Ivan Brendan Kelly,2011-11-21 10:32:40 +0000,BOOKKEEPER-79: randomly startDelivery/stopDelivery will core dump in c++ hedwig client (Sijie Guo via ivank),CHANGES.txt;hedwig-client/src/main/cpp/lib/channel.cpp;hedwig-client/src/main/cpp/lib/channel.h;hedwig-client/src/main/cpp/lib/subscriberimpl.cpp;hedwig-client/src/main/cpp/scripts/server-control.sh;hedwig-client/src/main/cpp/test/pubsubtest.cpp
BOOKKEEPER-118,e110067476eb55289d6dd86a94a6a1b0ab1a2ad8,Ivan Brendan Kelly,2011-11-28 12:15:52 +0000,BOOKKEEPER-118: Hedwig client doesn't kill and remove old subscription channel after redirection. (Sijie Guo via ivank),CHANGES.txt;hedwig-client/src/main/cpp/lib/clientimpl.cpp
BOOKKEEPER-119,d5d73a8591369458c075034b8111f0dfabc2916d,Flavio Paiva Junqueira,2011-11-28 16:32:27 +0000,BOOKKEEPER-119: Keys in configuration have inconsistent style (ivank via fpj),CHANGES.txt;bookkeeper-server/conf/bk_server.conf;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java;doc/bookkeeperConfig.textile
BOOKKEEPER-39,3af9f38fc3b53c40751904972384ecb9a4e9fb44,Ivan Brendan Kelly,2011-11-28 18:25:18 +0000,"BOOKKEEPER-39: Bookie server failed to restart because of too many ledgers (more than ~50,000 ledgers) (Sijie via ivank)",CHANGES.txt;bookkeeper-server/conf/bk_server.conf;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerCacheTest.java;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalAsyncLedgerOpsTest.java;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieFailureTest.java;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieReadWriteTest.java;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieRecoveryTest.java;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalLedgerDeleteTest.java;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerLayoutTest.java;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestLedgerManager.java;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BaseTestCase.java;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConcurrentLedgerTest.java;doc/bookkeeperConfig.textile
BOOKKEEPER-53,924fb834de0ae926ea075385c47dd29f8dd804a3,Benjamin Reed,2011-11-28 22:01:53 +0000,BOOKKEEPER-53: race condition of outstandingMsgSet@SubscribeResponseHandler,CHANGES.txt;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java
BOOKKEEPER-124,c323c003687319d20eb7539c0e85a9cf3a4a6d08,Ivan Brendan Kelly,2011-11-29 09:05:53 +0000,BOOKKEEPER-124: build has RAT failures (ivank),CHANGES.txt;bookkeeper-benchmark/pom.xml;bookkeeper-server/pom.xml;doc/doc.textile;doc/hedwigBuild.textile;doc/hedwigDesign.textile;doc/hedwigUser.textile;hedwig-client/conf/hw_client.conf;hedwig-client/pom.xml;hedwig-client/src/main/cpp/c-doc.Doxyfile;hedwig-protocol/Makefile;hedwig-protocol/pom.xml;hedwig-server/conf/hw_server.conf;hedwig-server/pom.xml;pom.xml
BOOKKEEPER-125,504867718d934b66dfa4df8edc55c9c888aa3d42,Ivan Brendan Kelly,2011-11-29 17:45:58 +0000,BOOKKEEPER-125: log4j still used in some places (ivank),CHANGES.txt;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieLayoutVersionTest.java;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestFencing.java;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieJournalRollingTest.java
BOOKKEEPER-62,da088187d80bf0b935aad14c1a4aa73e4920378f,Ivan Brendan Kelly,2011-11-29 17:46:36 +0000,BOOKKEEPER-62: Bookie can not start when encountering corrupted records (breed via ivank),CHANGES.txt;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/EntryLogTest.java
BOOKKEEPER-127,aa1d8296672a1a29fdc3de630f5995c0d1a21429,Ivan Brendan Kelly,2011-11-29 22:26:53 +0000,BOOKKEEPER-127: Make poms use official zookeeper 3.4.0 (ivank),CHANGES.txt;bookkeeper-benchmark/pom.xml;bookkeeper-server/pom.xml;hedwig-client/pom.xml;hedwig-server/pom.xml;pom.xml
BOOKKEEPER-128,fa78ba95d4e6ccff5ebb734e6036b11c802b3030,Ivan Brendan Kelly,2011-11-30 10:07:23 +0000,BOOKKEEPER-128: pom and script modifications required for generating release packages (ivank),CHANGES.txt;README;bookkeeper-server/bin/bookkeeper;bookkeeper-server/pom.xml;hedwig-server/bin/hedwig;hedwig-server/pom.xml;pom.xml;src/assemble/bin.xml;src/assemble/src.xml
BOOKKEEPER-129,92e69b331797ea6a4eb4d46b668360e6c7bb9bd4,Ivan Brendan Kelly,2011-11-30 10:39:06 +0000,BOOKKEEPER-129: ZK_TIMEOUT typo in client/server configuration (Sijie via ivank),CHANGES.txt;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java
BOOKKEEPER-66,3bc2bdb0d0f38b004fa95a58e8b02104005c663b,Ivan Brendan Kelly,2011-11-30 15:42:14 +0000,BOOKKEEPER-66: use IPv4 for builds (mmorel via ivank),CHANGES.txt;bookkeeper-server/bin/bookkeeper;hedwig-server/bin/hedwig;pom.xml
BOOKKEEPER-131,86844d7303f62a8e2361ca56d83ba2d47e5c77b8,Ivan Brendan Kelly,2011-12-01 21:08:08 +0000,BOOKKEEPER-131: Fix zookeeper test dependency (ivank),CHANGES.txt;bookkeeper-benchmark/pom.xml;bookkeeper-server/pom.xml;hedwig-server/pom.xml
BOOKKEEPER-134,dcfe4bcc5123eb70a5366bbf3b4931d8d23f9e48,Ivan Brendan Kelly,2011-12-01 22:26:46 +0000,BOOKKEEPER-134: Delete superfluous lib directories (ivank),CHANGES.txt;bookkeeper-server/lib/zookeeper-test-3.3.3.jar
BOOKKEEPER-138,d006007ccf86f924d0773e267675a52e98314710,Ivan Brendan Kelly,2011-12-02 19:33:43 +0000,BOOKKEEPER-138: NOTICE.txt is invalid (ivank),CHANGES.txt;NOTICE.txt
BOOKKEEPER-139,1c90beb59a6aa94f18ca6b5ca1f94a0db5e0cc14,Ivan Brendan Kelly,2011-12-02 19:58:59 +0000,BOOKKEEPER-139: Binary packages do not carry NOTICE.txt (ivank),CHANGES.txt;bookkeeper-server/README.txt;src/assemble/bin.xml
BOOKKEEPER-142,9eb549d4c308963af0be3288a59b0c4c39cbb5e6,Ivan Brendan Kelly,2011-12-16 11:43:31 +0000,"BOOKKEEPER-142: Parsing last log id is wrong, which may make entry log files overwritten (Sijie Gou via ivank)",CHANGES.txt;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java
BOOKKEEPER-140,8f755ed13f193ad6491fdca1794d834f3d3d4dcc,Ivan Brendan Kelly,2011-12-21 16:43:23 +0000,BOOKKEEPER-140: Hub server doesn't subscribe remote region correctly when a region is down. (Sijie Gou via ivank),CHANGES.txt;hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java;hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java;hedwig-server/src/test/java/org/apache/hedwig/server/HedwigRegionTestBase.java;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigRegion.java
