Project,Version,File,LOC_Added,LOC_Deleted,LOC_Touched,Churn,NR,NFix,NAuth,Buggy
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieReadWriteTest.java,47,47,94,47,00,2,0,1,No
bookkeeper,4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,22,10,32,8,00,4,0,2,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscriptionChannelPipelineFactory.java,49,0,49,49,00,1,0,1,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/data/MessageFormatter.java,123,0,123,123,00,1,0,1,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/{handlers => netty/impl/simple}/SubscribeReconnectCallback.java,26,43,69,69,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/GcLedgersTest.java,214,36,250,35,71,7,0,3,No
bookkeeper,4.1.0,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java,101,1,102,34,00,3,0,3,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java,216,12,228,38,00,6,0,4,No
bookkeeper,Pre-Release,hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java,53,0,53,53,00,1,0,1,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,0,0,0,0,00,1,0,1,No
bookkeeper,Pre-Release,hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java,72,0,72,72,00,1,0,1,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,0,0,0,0,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerManagerTestCase.java,109,21,130,43,33,3,0,2,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/RoundRobinDistributionScheduleTest.java,65,1,66,33,00,2,0,2,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/PubSubServerStandAloneTestBase.java,118,15,133,19,00,7,0,4,No
bookkeeper,Pre-Release,hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java,100,2,102,51,00,2,0,2,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/TestPubSubServerStartup.java,152,13,165,23,57,7,0,3,No
bookkeeper,4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/AlreadyStartDeliveryException.java,36,0,36,36,00,1,0,1,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,1087,202,1289,64,45,20,0,4,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java,605,80,685,38,06,18,0,4,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/test/java/org/apache/bookkeeper/test/BookieReadWriteTest.java,0,0,0,0,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieJournalTest.java,634,49,683,56,92,12,0,3,No
bookkeeper,Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,536,0,536,536,00,1,0,1,No
bookkeeper,Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java,50,0,50,50,00,1,0,1,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/ServerStats.java,204,2,206,68,67,3,0,2,No
bookkeeper,Pre-Release,bookkeeper/src/test/java/org/apache/bookkeeper/test/BaseTestCase.java,176,0,176,176,00,1,0,1,No
bookkeeper,Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,87,0,87,87,00,1,0,1,No
bookkeeper,4.0.0,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestZkSubscriptionManager.java,226,18,244,81,33,3,0,3,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,136,39,175,15,91,11,0,3,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestAutoRecoveryAlongWithBookieServers.java,99,0,99,99,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java,79,0,79,79,00,1,0,1,No
bookkeeper,4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java,83,16,99,33,00,3,0,3,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,0,0,0,0,00,1,0,1,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubSSL.java,36,0,36,36,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java,44,0,44,44,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java,502,157,659,34,68,19,0,3,No
bookkeeper,Pre-Release,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieRecoveryTest.java,85,79,164,41,00,4,0,2,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java,319,0,319,106,33,3,0,1,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/client/TestSubAfterCloseSub.java,248,50,298,99,33,3,0,2,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/zookeeper/TestZkUtils.java,48,1,49,24,50,2,0,2,No
bookkeeper,Pre-Release,hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslClientContextFactory.java,41,0,41,41,00,1,0,1,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/FilterableMessageHandler.java,71,1,72,36,00,2,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestProtoVersions.java,116,3,119,29,75,4,0,3,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,68,33,101,25,25,4,0,3,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java,116,9,125,25,00,5,0,4,No
bookkeeper,4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/common/TerminateJVMExceptionHandler.java,36,4,40,13,33,3,0,3,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java,414,89,503,83,83,6,0,2,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestFencing.java,431,23,454,45,40,10,0,3,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalAsyncLedgerOpsTest.java,47,47,94,47,00,2,0,1,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestConcurrentTopicAcquisition.java,208,2,210,70,00,3,0,2,No
bookkeeper,Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java,147,0,147,147,00,1,0,1,No
bookkeeper,Pre-Release,bookkeeper/src/test/java/org/apache/bookkeeper/test/NIOServerFactoryTest.java,60,0,60,60,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestLedgerFragmentReplication.java,353,13,366,73,20,5,0,2,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManagerFactory.java,310,4,314,62,80,5,0,2,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,0,0,0,0,00,1,0,1,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java,600,260,860,143,33,6,0,3,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java,866,0,866,866,00,1,0,1,No
bookkeeper,Pre-Release,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerCacheTest.java,153,21,174,43,50,4,0,1,No
bookkeeper,Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,487,0,487,487,00,1,0,1,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java,618,435,1053,75,21,14,0,4,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java,369,146,515,42,92,12,0,4,No
bookkeeper,4.0.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java,196,31,227,37,83,6,0,3,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/CleanupChannelMap.java,183,0,183,91,50,2,0,1,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java,177,6,183,30,50,6,0,3,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MessageFilter.java,32,32,64,21,33,3,0,3,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieFailureTest.java,47,47,94,47,00,2,0,1,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/util/Main.java,0,0,0,0,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,276,33,309,61,80,5,0,2,No
bookkeeper,4.0.0,hedwig-client/src/main/java/org/apache/hedwig/conf/AbstractConfiguration.java,64,1,65,16,25,4,0,3,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ResponseHandler.java,442,442,884,80,36,11,0,4,No
bookkeeper,4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,40,0,40,40,00,1,0,1,No
bookkeeper,Pre-Release,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java,61,4,65,32,50,2,0,2,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java,406,26,432,54,00,8,0,4,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java,96,25,121,20,17,6,0,4,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,0,0,0,0,00,1,0,1,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestPersistenceManagerBlackBox.java,316,8,324,54,00,6,0,4,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/{ => impl}/ClientChannelPipelineFactory.java,24,10,34,34,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConcurrentLedgerTest.java,30,23,53,6,63,8,0,2,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestFactoryLayout.java,86,2,88,44,00,2,0,2,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicOwnershipManager.java,104,4,108,54,00,2,0,1,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java,146,8,154,30,80,5,0,4,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallbackWithContext.java,54,0,54,27,00,2,0,2,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/EntryLogTest.java,261,35,296,26,91,11,0,3,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,494,193,687,52,85,13,0,3,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManager.java,423,58,481,80,17,6,0,2,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscriptionChannelPipelineFactory.java,49,0,49,24,50,2,0,1,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java,217,17,234,26,00,9,0,4,No
bookkeeper,Pre-Release,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java,79,2,81,40,50,2,0,2,No
bookkeeper,4.1.0,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,33381,16498,49879,2934,06,17,0,3,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,4,4,8,8,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,630,566,1196,46,00,26,0,3,No
bookkeeper,Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,178,0,178,178,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTest.java,233,12,245,49,00,5,0,2,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerDeleteTest.java,30,40,70,10,00,7,0,2,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ReflectionUtils.java,152,0,152,76,00,2,0,1,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/filter/PipelineFilter.java,81,9,90,45,00,2,0,1,No
bookkeeper,Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,57,0,57,57,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,270,2,272,90,67,3,0,2,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ZooKeeperUtil.java,195,48,243,30,38,8,0,2,No
bookkeeper,Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,547,0,547,547,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieWriteLedgerTest.java,232,2,234,117,00,2,0,2,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookKeeperClusterTestCase.java,633,82,715,42,06,17,0,3,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java,83,8,91,30,33,3,0,2,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java,56,4,60,20,00,3,0,1,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,0,0,0,0,00,1,0,1,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubLoad.java,61,1,62,31,00,2,0,2,No
bookkeeper,Pre-Release,bookkeeper/src/test/java/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java,256,0,256,256,00,1,0,1,No
bookkeeper,Pre-Release,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java,86,3,89,29,67,3,0,2,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/filter/TestMessageFilter.java,445,46,491,122,75,4,0,2,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java,88,0,88,44,00,2,0,2,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,111,182,293,29,30,10,0,2,No
bookkeeper,Pre-Release,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java,155,2,157,78,50,2,0,2,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java,20,10,30,15,00,2,0,1,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java,57,10,67,22,33,3,0,1,No
bookkeeper,4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java,58,0,58,58,00,1,0,1,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/TestBackwardCompat.java,1249,51,1300,162,50,8,0,3,No
bookkeeper,4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,148,135,283,56,60,5,0,2,No
bookkeeper,Pre-Release,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/InvalidSubscriberIdException.java,37,0,37,37,00,1,0,1,No
bookkeeper,Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,167,0,167,167,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreScannableTable.java,104,0,104,104,00,1,0,1,No
bookkeeper,Pre-Release,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/TooManyServerRedirectsException.java,40,1,41,20,50,2,0,2,No
bookkeeper,Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,545,0,545,545,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,195,69,264,18,86,14,0,3,No
bookkeeper,Pre-Release,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallback.java,67,4,71,35,50,2,0,2,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/test/java/org/apache/bookkeeper/test/BaseTestCase.java,4,4,8,8,00,1,0,1,No
bookkeeper,4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BaseTestCase.java,272,399,671,37,28,18,0,4,No
bookkeeper,4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerCacheTest.java,16,148,164,27,33,6,0,2,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,0,0,0,0,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,418,30,448,74,67,6,0,3,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCursor.java,84,0,84,84,00,1,0,1,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubRegular.java,36,0,36,36,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTableItem.java,70,0,70,70,00,1,0,1,No
bookkeeper,4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java,70,741,811,135,17,6,0,2,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java,92,3,95,31,67,3,0,1,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/zookeeper/ZooKeeperTestBase.java,95,1,96,32,00,3,0,3,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/test/java/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java,0,0,0,0,00,1,0,1,No
bookkeeper,Pre-Release,hedwig-server/src/test/java/org/apache/hedwig/ServerControl.java,406,406,812,203,00,4,0,3,No
bookkeeper,Pre-Release,bookkeeper/src/test/java/org/apache/bookkeeper/test/CloseTest.java,74,0,74,74,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerHandleAdapter.java,32,0,32,32,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/LedgerCacheTest.java,396,18,414,46,00,9,0,3,No
bookkeeper,Pre-Release,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestLocalDBPersistenceManagerBlackBox.java,53,0,53,53,00,1,0,1,No
bookkeeper,Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/util/StringUtils.java,94,0,94,94,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java,188,91,279,25,36,11,0,3,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,0,0,0,0,00,1,0,1,No
bookkeeper,Pre-Release,hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslContextFactory.java,79,13,92,46,00,2,0,2,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,47,48,95,31,67,3,0,2,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,0,0,0,0,00,1,0,1,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java,0,0,0,0,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,153,104,257,21,42,12,0,3,No
bookkeeper,Pre-Release,hedwig-server/src/test/java/org/apache/hedwig/ServerControlDaemon.java,289,289,578,144,50,4,0,3,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,122,35,157,52,33,3,0,1,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/util/MathUtils.java,0,0,0,0,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,254,101,355,44,38,8,0,3,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/util/SubscriptionListener.java,44,0,44,44,00,1,0,1,No
bookkeeper,Pre-Release,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java,47,1,48,24,00,2,0,2,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,667,90,757,54,07,14,0,3,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java,35,33,68,13,60,5,0,2,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,56,27,83,16,60,5,0,2,No
bookkeeper,4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryManager.java,101,9,110,12,22,9,0,3,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestMMSubscriptionManager.java,20,19,39,13,00,3,0,2,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/delivery/StubDeliveryManager.java,113,23,136,15,11,9,0,3,No
bookkeeper,4.0.0,hedwig-client/src/main/java/org/apache/hedwig/util/PathUtils.java,59,3,62,31,00,2,0,2,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,0,0,0,0,00,1,0,1,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/client/netty/TestCloseSubscription.java,153,153,306,153,00,2,0,1,No
bookkeeper,4.1.0,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MapUtils.java,74,0,74,74,00,1,0,1,No
bookkeeper,Pre-Release,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubScanCallback.java,55,7,62,31,00,2,0,2,No
bookkeeper,4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerMXBean.java,31,0,31,31,00,1,0,1,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/NetUtils.java,222,3,225,56,25,4,0,2,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java,402,25,427,142,33,3,0,1,No
bookkeeper,Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,83,0,83,83,00,1,0,1,No
bookkeeper,Pre-Release,hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java,203,20,223,55,75,4,0,3,No
bookkeeper,Pre-Release,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConsumeHandler.java,60,2,62,31,00,2,0,2,No
bookkeeper,Pre-Release,hedwig-client/src/main/java/org/apache/hedwig/client/api/Client.java,42,0,42,42,00,1,0,1,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/MessageBoundedPersistenceTest.java,287,7,294,73,50,4,0,2,No
bookkeeper,4.1.0,hedwig-client/src/test/java/org/apache/hedwig/util/TestHedwigSocketAddress.java,119,15,134,44,67,3,0,2,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/BookKeeperConstants.java,46,1,47,23,50,2,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java,93,2,95,47,50,2,0,2,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,111,5,116,29,00,4,0,2,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,31,1,32,32,00,1,0,1,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java,159,17,176,25,14,7,0,4,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/BookKeeperTestBase.java,311,53,364,24,27,15,0,3,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscribeResponseHandler.java,653,524,1177,392,33,3,0,1,No
bookkeeper,Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,0,0,0,0,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,513,91,604,151,00,4,0,1,No
bookkeeper,4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/meta/MetadataManagerFactoryTestCase.java,80,1,81,40,50,2,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,60,38,98,24,50,4,0,2,No
bookkeeper,4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannelManager.java,160,0,160,160,00,1,0,1,No
bookkeeper,4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieZKExpireTest.java,126,17,143,17,88,8,0,4,No
bookkeeper,4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java,464,107,571,71,38,8,0,1,No
