Version,File,LOC,LOC_touched,NR,NFix,NAuth,LOC_added,MAX_LOC_added,AVG_LOC_added,Churn,MAX_Churn,AVG_Churn,ChgSetSize,MAX_ChgSet,AVG_ChgSet,Age,WeightedAge,Buggy
Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,536.0,536.0,1,0,1,536.0,536.0,536.0,2.5893719806763285,2.5893719806763285,2.5893719806763285,207,207.0,207.0,-251.0,-134536.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/activemq/test/JmsTopicSendReceiveWithTwoConnectionsAndByteSelectorTest.java,35.0,35.0,1,0,1,35.0,35.0,35.0,0.23809523809523808,0.23809523809523808,0.23809523809523808,147,147.0,147.0,421.0,14735.0,No
Pre-Release,bookkeeper/src/test/java/org/apache/bookkeeper/test/BaseTestCase.java,176.0,176.0,1,0,1,176.0,176.0,176.0,0.8502415458937198,0.8502415458937198,0.8502415458937198,207,207.0,207.0,-251.0,-44176.0,No
Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,87.0,87.0,1,0,1,87.0,87.0,87.0,0.42028985507246375,0.42028985507246375,0.42028985507246375,207,207.0,207.0,-251.0,-21837.0,No
4.2.2,bookkeeper-server/src/test/java/org/apache/bookkeeper/conf/TestBKConfiguration.java,32.0,32.0,1,0,1,32.0,32.0,32.0,32.0,32.0,32.0,1,1.0,1.0,675.0,21600.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/activemq/JmsClientAckTest.java,148.0,148.0,1,0,1,148.0,148.0,148.0,1.0068027210884354,1.0068027210884354,1.0068027210884354,147,147.0,147.0,421.0,62308.0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,195.0,258.0,17,1,4,195.0,41.0,11.470588235294118,54.33559745337459,19.0,3.1962116149043878,452,171.0,26.58823529411765,776.0,200208.0,No
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestAutoRecoveryAlongWithBookieServers.java,99.0,99.0,1,0,1,99.0,99.0,99.0,11.0,11.0,11.0,9,9.0,9.0,404.0,39996.0,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java,79.0,79.0,1,0,1,79.0,79.0,79.0,4.9375,4.9375,4.9375,16,16.0,16.0,338.0,26702.0,No
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java,83.0,99.0,3,0,3,83.0,64.0,27.666666666666668,0.6838132468853293,0.30917874396135264,0.22793774896177643,394,207.0,131.33333333333334,113.0,11187.0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/ScriptBasedMapping.java,264.0,264.0,1,0,1,264.0,264.0,264.0,11.478260869565217,11.478260869565217,11.478260869565217,23,23.0,23.0,553.0,145992.0,No
Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,56,56.0,56.0,-250.0,-0.0,No
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubSSL.java,36.0,36.0,1,0,1,36.0,36.0,36.0,3.6,3.6,3.6,10,10.0,10.0,383.0,13788.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/activemq/CombinationTestSupport.java,250.0,250.0,1,0,1,250.0,250.0,250.0,1.7006802721088434,1.7006802721088434,1.7006802721088434,147,147.0,147.0,421.0,105250.0,No
4.2.2,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java,542.0,700.0,21,0,3,542.0,179.0,25.80952380952381,131.6869496973677,63.0,6.270807128446082,536,93.0,25.523809523809526,677.0,473900.0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java,319.0,319.0,3,0,1,319.0,298.0,106.33333333333333,13.45968253968254,11.92,4.486560846560846,48,25.0,16.0,392.0,125048.0,No
4.2.1,hedwig-server/src/test/java/org/apache/hedwig/client/TestSubAfterCloseSub.java,270.0,333.0,6,0,3,270.0,194.0,45.0,66.37051282051281,38.8,11.061752136752135,64,39.0,10.666666666666666,660.0,219780.0,No
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/zookeeper/TestZkUtils.java,48.0,49.0,2,0,2,48.0,47.0,24.0,0.252694165737644,0.22705314009661837,0.126347082868822,285,207.0,142.5,388.0,19012.0,No
4.2.0,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/MetadataProcessor.java,163.0,163.0,1,0,1,163.0,163.0,163.0,1.1088435374149659,1.1088435374149659,1.1088435374149659,147,147.0,147.0,421.0,68623.0,No
4.2.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestProtoVersions.java,122.0,142.0,5,0,3,122.0,113.0,24.4,20.02828652828653,16.142857142857142,4.005657305657306,123,78.0,24.6,466.0,66172.0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieThread.java,66.0,77.0,2,0,1,66.0,45.0,33.0,5.075,3.2,2.5375,34,24.0,17.0,730.0,56210.0,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,68.0,101.0,4,0,3,68.0,60.0,17.0,4.167995746943116,2.8181818181818183,1.041998936735779,237,171.0,59.25,383.0,38683.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/hedwig/jms/selector/activemq/SelectorTest.java,399.0,399.0,1,0,1,399.0,399.0,399.0,2.7142857142857144,2.7142857142857144,2.7142857142857144,147,147.0,147.0,421.0,167979.0,No
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalAsyncLedgerOpsTest.java,47.0,94.0,2,0,1,47.0,47.0,23.5,2.492424242424242,1.4242424242424243,1.246212121212121,77,44.0,38.5,195.0,18330.0,No
4.2.2,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/TestSyncThread.java,353.0,354.0,4,0,2,353.0,340.0,88.25,171.1611111111111,170.0,42.790277777777774,96,72.0,24.0,776.0,274704.0,No
4.2.2,bookkeeper-stats/src/main/java/org/apache/bookkeeper/stats/Counter.java,50.0,50.0,1,0,1,50.0,50.0,50.0,5.555555555555555,5.555555555555555,5.555555555555555,9,9.0,9.0,692.0,34600.0,No
Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java,147.0,147.0,1,0,1,147.0,147.0,147.0,0.7101449275362319,0.7101449275362319,0.7101449275362319,207,207.0,207.0,-251.0,-36897.0,No
4.2.2,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestWatchEnsembleChange.java,71.0,71.0,1,0,1,71.0,71.0,71.0,6.454545454545454,6.454545454545454,6.454545454545454,11,11.0,11.0,772.0,54812.0,No
Pre-Release,bookkeeper/src/test/java/org/apache/bookkeeper/test/NIOServerFactoryTest.java,60.0,60.0,1,0,1,60.0,60.0,60.0,0.2898550724637681,0.2898550724637681,0.2898550724637681,207,207.0,207.0,-251.0,-15060.0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreTable.java,7.0,8.0,1,0,1,7.0,7.0,7.0,0.5333333333333333,0.5333333333333333,0.5333333333333333,15,15.0,15.0,665.0,5320.0,No
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManagerFactory.java,310.0,314.0,5,0,2,310.0,291.0,62.0,13.938090418353577,12.125,2.7876180836707154,136,78.0,27.2,388.0,121832.0,No
4.2.2,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/MultipleThreadReadTest.java,319.0,319.0,1,0,1,319.0,319.0,319.0,31.9,31.9,31.9,10,10.0,10.0,776.0,247544.0,No
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java,872.0,877.0,2,0,2,872.0,866.0,436.0,216.76829268292684,216.5,108.38414634146342,45,41.0,22.5,429.0,376233.0,No
Pre-Release,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerCacheTest.java,153.0,174.0,4,0,1,153.0,131.0,38.25,33.794444444444444,32.75,8.448611111111111,189,171.0,47.25,-92.0,-16008.0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java,369.0,515.0,12,0,4,369.0,153.0,30.75,35.24786949427943,16.142857142857142,2.937322457856619,608,207.0,50.666666666666664,393.0,202395.0,No
4.2.2,bookkeeper-stats/src/main/java/org/apache/bookkeeper/stats/StatsProvider.java,45.0,45.0,1,0,1,45.0,45.0,45.0,5.0,5.0,5.0,9,9.0,9.0,692.0,31140.0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtoEncoding.java,204.0,214.0,3,0,2,204.0,118.0,68.0,24.183621933621936,13.428571428571429,8.061207311207312,90,72.0,30.0,677.0,144878.0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java,177.0,183.0,6,0,3,177.0,148.0,29.5,2.9975780498464486,1.0,0.49959634164107475,516,207.0,86.0,336.0,61488.0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MessageFilter.java,32.0,64.0,3,0,3,32.0,31.0,10.666666666666666,1.570545269629938,1.4090909090909092,0.523515089876646,400,207.0,133.33333333333334,264.0,16896.0,No
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieFailureTest.java,47.0,94.0,2,0,1,47.0,47.0,23.5,2.492424242424242,1.4242424242424243,1.246212121212121,77,44.0,38.5,195.0,18330.0,No
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/conf/AbstractConfiguration.java,64.0,65.0,4,0,3,64.0,45.0,16.0,1.7455707272640912,1.2857142857142858,0.4363926818160228,424,207.0,106.0,154.0,10010.0,No
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,40.0,40.0,1,0,1,40.0,40.0,40.0,6.666666666666667,6.666666666666667,6.666666666666667,6,6.0,6.0,92.0,3680.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/DurableSubscriptionHangTestCase.java,119.0,119.0,1,0,1,119.0,119.0,119.0,0.8095238095238095,0.8095238095238095,0.8095238095238095,147,147.0,147.0,421.0,50099.0,No
Pre-Release,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java,61.0,65.0,2,0,2,61.0,57.0,30.5,0.32214594457157386,0.2753623188405797,0.16107297228578693,378,207.0,189.0,-92.0,-5980.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/hedwig/JmsTestBase.java,95.0,95.0,1,0,1,95.0,95.0,95.0,0.6462585034013606,0.6462585034013606,0.6462585034013606,147,147.0,147.0,421.0,39995.0,No
Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,56,56.0,56.0,-250.0,-0.0,No
4.2.0,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/TreeDumperSelectorParserVisitor.java,261.0,261.0,1,0,1,261.0,261.0,261.0,1.7755102040816326,1.7755102040816326,1.7755102040816326,147,147.0,147.0,421.0,109881.0,No
4.2.0,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/SessionImpl.java,2021.0,2033.0,2,0,2,2021.0,2009.0,1010.5,14.252032520325203,13.666666666666666,7.126016260162602,188,147.0,94.0,429.0,872157.0,No
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestPersistenceManagerBlackBox.java,316.0,324.0,6,0,4,316.0,305.0,52.666666666666664,1.808160232728403,1.4734299516908214,0.30136003878806716,601,207.0,100.16666666666667,388.0,125712.0,No
4.2.2,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConcurrentLedgerTest.java,35.0,62.0,10,0,3,35.0,9.0,3.5,4.19925318503417,1.6666666666666667,0.41992531850341697,532,171.0,53.2,677.0,41974.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/DurableConsumerCloseAndReconnectTest.java,192.0,192.0,1,0,1,192.0,192.0,192.0,1.3061224489795917,1.3061224489795917,1.3061224489795917,147,147.0,147.0,421.0,80832.0,No
4.2.2,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/EntryLogTest.java,268.0,310.0,14,0,3,268.0,90.0,19.142857142857142,107.991452991453,45.0,7.713675213675215,244,78.0,17.428571428571427,726.0,225060.0,No
4.2.0,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/BinaryArithmeticFunction.java,184.0,184.0,1,0,1,184.0,184.0,184.0,1.251700680272109,1.251700680272109,1.251700680272109,147,147.0,147.0,421.0,77464.0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,686.0,898.0,18,1,3,686.0,251.0,38.111111111111114,56.333053613053615,16.181818181818183,3.1296140896140896,366,72.0,20.333333333333332,772.0,693256.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/activemq/JMSDurableTopicRedeliverTest.java,76.0,76.0,1,0,1,76.0,76.0,76.0,0.5170068027210885,0.5170068027210885,0.5170068027210885,147,147.0,147.0,421.0,31996.0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DefaultEnsemblePlacementPolicy.java,94.0,94.0,1,0,1,94.0,94.0,94.0,4.086956521739131,4.086956521739131,4.086956521739131,23,23.0,23.0,553.0,51982.0,No
Pre-Release,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java,79.0,81.0,2,0,2,79.0,77.0,39.5,0.3953724891939995,0.3719806763285024,0.19768624459699974,378,207.0,189.0,-92.0,-7452.0,No
4.1.0,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,33381.0,49879.0,17,0,3,33381.0,6428.0,1963.5882352941176,8445.50961011211,6095.0,496.7946829477712,416,171.0,24.470588235294116,392.0,1.9552568E7,No
4.2.2,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTest.java,254.0,267.0,7,0,3,254.0,88.0,36.285714285714285,51.96367521367522,15.0,7.423382173382174,176,78.0,25.142857142857142,677.0,180759.0,No
4.2.0,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/jndi/HedwigInitialContext.java,106.0,106.0,1,0,1,106.0,106.0,106.0,0.7210884353741497,0.7210884353741497,0.7210884353741497,147,147.0,147.0,421.0,44626.0,No
4.2.2,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerDeleteTest.java,53.0,99.0,11,0,2,53.0,18.0,4.818181818181818,11.962196382187892,7.0,1.0874723983807175,538,171.0,48.90909090909091,777.0,76923.0,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ReflectionUtils.java,152.0,152.0,2,0,1,152.0,129.0,76.0,3.977272727272727,2.9318181818181817,1.9886363636363635,66,44.0,33.0,264.0,40128.0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,421.0,469.0,11,0,3,421.0,240.0,38.27272727272727,55.77063492063492,17.142857142857142,5.0700577200577195,159,72.0,14.454545454545455,776.0,363944.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/activemq/JmsDurableTopicSendReceiveTest.java,87.0,87.0,1,0,1,87.0,87.0,87.0,0.5918367346938775,0.5918367346938775,0.5918367346938775,147,147.0,147.0,421.0,36627.0,No
4.2.2,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieWriteLedgerTest.java,237.0,244.0,4,0,2,237.0,230.0,59.25,116.67905982905982,115.0,29.169764957264956,157,78.0,39.25,677.0,165188.0,No
4.2.2,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookKeeperClusterTestCase.java,652.0,773.0,20,0,3,652.0,336.0,32.6,120.49757066385922,55.666666666666664,6.024878533192961,227,44.0,11.35,758.0,585934.0,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java,56.0,60.0,3,0,1,56.0,53.0,18.666666666666668,9.555555555555555,8.833333333333334,3.185185185185185,27,12.0,9.0,377.0,22620.0,No
Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,56,56.0,56.0,-250.0,-0.0,No
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubLoad.java,61.0,62.0,2,0,2,61.0,60.0,30.5,3.183535762483131,3.1578947368421053,1.5917678812415654,97,78.0,48.5,388.0,24056.0,No
Pre-Release,bookkeeper/src/test/java/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java,256.0,256.0,1,0,1,256.0,256.0,256.0,1.2367149758454106,1.2367149758454106,1.2367149758454106,207,207.0,207.0,-251.0,-64256.0,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java,88.0,88.0,2,0,2,88.0,55.0,44.0,9.69047619047619,7.857142857142857,4.845238095238095,25,18.0,12.5,275.0,24200.0,No
Pre-Release,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java,155.0,157.0,2,0,2,155.0,153.0,77.5,0.7625222476481057,0.7391304347826086,0.38126112382405286,378,207.0,189.0,-92.0,-14444.0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,160.0,295.0,6,0,2,160.0,113.0,26.666666666666668,11.633682244827755,4.0,1.9389470408046259,218,171.0,36.333333333333336,516.0,152220.0,No
4.2.0,hedwig-server/src/test/java/org/apache/hedwig/server/TestBackwardCompat.java,1260.0,1313.0,9,0,3,1260.0,679.0,140.0,718.2168723517862,679.0,79.80187470575402,202,78.0,22.444444444444443,474.0,622362.0,No
Pre-Release,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/InvalidSubscriberIdException.java,37.0,37.0,1,0,1,37.0,37.0,37.0,0.178743961352657,0.178743961352657,0.178743961352657,207,207.0,207.0,-251.0,-9287.0,No
Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,167.0,167.0,1,0,1,167.0,167.0,167.0,0.8067632850241546,0.8067632850241546,0.8067632850241546,207,207.0,207.0,-251.0,-41917.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicSendReceiveWithTwoConnectionsTest.java,116.0,116.0,1,0,1,116.0,116.0,116.0,0.7891156462585034,0.7891156462585034,0.7891156462585034,147,147.0,147.0,421.0,48836.0,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreScannableTable.java,104.0,104.0,1,0,1,104.0,104.0,104.0,6.5,6.5,6.5,16,16.0,16.0,338.0,35152.0,No
Pre-Release,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/TooManyServerRedirectsException.java,40.0,41.0,2,0,2,40.0,39.0,20.0,0.20010170353419782,0.18840579710144928,0.10005085176709891,378,207.0,189.0,-92.0,-3772.0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NodeBase.java,185.0,185.0,1,0,1,185.0,185.0,185.0,8.043478260869565,8.043478260869565,8.043478260869565,23,23.0,23.0,553.0,102305.0,No
4.2.0,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/BinaryExprFunction.java,51.0,51.0,1,0,1,51.0,51.0,51.0,0.3469387755102041,0.3469387755102041,0.3469387755102041,147,147.0,147.0,421.0,21471.0,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,195.0,264.0,14,1,3,195.0,101.0,13.928571428571429,54.63713219686055,18.0,3.9026522997757533,422,171.0,30.142857142857142,282.0,74448.0,No
Pre-Release,{bookkeeper => bookkeeper-server}/src/test/java/org/apache/bookkeeper/test/BaseTestCase.java,4.0,8.0,1,0,1,4.0,4.0,4.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,56,56.0,56.0,-250.0,-2000.0,No
4.0.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerCacheTest.java,16.0,164.0,6,0,2,16.0,8.0,2.6666666666666665,19.18030356740034,17.0,3.19671726123339,186,93.0,31.0,113.0,18532.0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java,71.0,813.0,7,1,2,71.0,51.0,10.142857142857142,42.570385387884635,40.88235294117647,6.0814836268406625,391,171.0,55.857142857142854,677.0,550401.0,No
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubRegular.java,36.0,36.0,1,0,1,36.0,36.0,36.0,3.6,3.6,3.6,10,10.0,10.0,383.0,13788.0,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java,92.0,95.0,3,0,1,92.0,84.0,30.666666666666668,48.5,42.0,16.166666666666668,7,4.0,2.3333333333333335,362.0,34390.0,No
Pre-Release,hedwig-server/src/test/java/org/apache/hedwig/ServerControl.java,406.0,812.0,4,0,3,406.0,231.0,101.5,122.46974319857615,118.5,30.61743579964404,389,207.0,97.25,-39.0,-31668.0,No
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerHandleAdapter.java,32.0,32.0,1,0,1,32.0,32.0,32.0,6.4,6.4,6.4,5,5.0,5.0,261.0,8352.0,No
Pre-Release,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestLocalDBPersistenceManagerBlackBox.java,53.0,53.0,1,0,1,53.0,53.0,53.0,0.2560386473429952,0.2560386473429952,0.2560386473429952,207,207.0,207.0,-251.0,-13303.0,No
Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/util/StringUtils.java,94.0,94.0,1,0,1,94.0,94.0,94.0,0.45410628019323673,0.45410628019323673,0.45410628019323673,207,207.0,207.0,-251.0,-23594.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/DispatchMultipleConsumersTest.java,214.0,214.0,1,0,1,214.0,214.0,214.0,1.4557823129251701,1.4557823129251701,1.4557823129251701,147,147.0,147.0,421.0,90094.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/activemq/load/LoadController.java,98.0,98.0,1,0,1,98.0,98.0,98.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,147,147.0,147.0,421.0,41258.0,No
4.2.2,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java,194.0,292.0,13,0,3,194.0,76.0,14.923076923076923,53.322242124199576,19.5,4.101710932630737,556,171.0,42.76923076923077,677.0,197684.0,No
Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,56,56.0,56.0,-250.0,-0.0,No
Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,56,56.0,56.0,-250.0,-0.0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,191.0,317.0,14,0,3,191.0,42.0,13.642857142857142,29.908108705731795,9.5,2.1362934789808423,475,171.0,33.92857142857143,776.0,245992.0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,123.0,159.0,4,0,1,123.0,113.0,30.75,23.5,18.833333333333332,5.875,99,72.0,24.75,677.0,107643.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/activemq/test/TestSupport.java,261.0,261.0,1,0,1,261.0,261.0,261.0,1.7755102040816326,1.7755102040816326,1.7755102040816326,147,147.0,147.0,421.0,109881.0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,284.0,402.0,11,0,3,284.0,193.0,25.818181818181817,24.04015429015429,5.848484848484849,2.1854685718322084,193,44.0,17.545454545454547,643.0,258486.0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/util/SubscriptionListener.java,44.0,44.0,1,0,1,44.0,44.0,44.0,2.4444444444444446,2.4444444444444446,2.4444444444444446,18,18.0,18.0,282.0,12408.0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,816.0,995.0,22,2,3,816.0,378.0,37.09090909090909,200.41710178710179,63.0,9.109868263050082,262,44.0,11.909090909090908,776.0,772120.0,No
4.2.2,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java,36.0,70.0,6,0,2,36.0,16.0,6.0,1.2362766690016265,0.5454545454545454,0.20604611150027108,466,171.0,77.66666666666667,677.0,47390.0,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,56.0,83.0,5,0,2,56.0,25.0,11.2,7.059167526659786,3.0,1.4118335053319573,223,171.0,44.6,280.0,23240.0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NetworkTopology.java,876.0,876.0,1,0,1,876.0,876.0,876.0,38.08695652173913,38.08695652173913,38.08695652173913,23,23.0,23.0,553.0,484428.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/TopicRedeliverTest.java,300.0,300.0,1,0,1,300.0,300.0,300.0,2.0408163265306123,2.0408163265306123,2.0408163265306123,147,147.0,147.0,421.0,126300.0,No
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestMMSubscriptionManager.java,20.0,39.0,3,0,2,20.0,17.0,6.666666666666667,1.7478632478632479,1.5,0.5826210826210826,118,78.0,39.333333333333336,388.0,15132.0,No
Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,56,56.0,56.0,-250.0,-0.0,No
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/client/netty/TestCloseSubscription.java,153.0,306.0,2,0,1,153.0,153.0,76.5,17.048571428571428,10.928571428571429,8.524285714285714,39,25.0,19.5,331.0,101286.0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LEPStateChangeCallback.java,31.0,31.0,1,0,1,31.0,31.0,31.0,2.3846153846153846,2.3846153846153846,2.3846153846153846,13,13.0,13.0,685.0,21235.0,No
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerMXBean.java,31.0,31.0,1,0,1,31.0,31.0,31.0,1.9375,1.9375,1.9375,16,16.0,16.0,113.0,3503.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/hedwig/jms/BasicJMSTest.java,337.0,337.0,1,0,1,337.0,337.0,337.0,2.292517006802721,2.292517006802721,2.292517006802721,147,147.0,147.0,421.0,141877.0,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/NetUtils.java,224.0,227.0,5,0,3,224.0,198.0,44.8,8.890422716543881,6.387096774193548,1.7780845433087762,104,41.0,20.8,429.0,97383.0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java,402.0,427.0,3,0,1,402.0,363.0,134.0,45.66666666666667,40.333333333333336,15.222222222222223,29,14.0,9.666666666666666,404.0,172508.0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NetUtils.java,60.0,60.0,1,0,1,60.0,60.0,60.0,2.608695652173913,2.608695652173913,2.608695652173913,23,23.0,23.0,553.0,33180.0,No
