Version,File,LOC,LOC_touched,NR,NFix,NAuth,LOC_added,MAX_LOC_added,AVG_LOC_added,Churn,MAX_Churn,AVG_Churn,ChgSetSize,MAX_ChgSet,AVG_ChgSet,Age,WeightedAge,Buggy
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/net/DNS.java,356.0,356.0,1,0,1,356.0,356.0,356.0,23.733333333333334,23.733333333333334,23.733333333333334,15,15.0,15.0,556.0,197936.0,No
Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java,98.0,98.0,1,0,1,98.0,98.0,98.0,0.47342995169082125,0.47342995169082125,0.47342995169082125,207,207.0,207.0,-251.0,-24598.0,No
4.2.2,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/BookieLedgerIndexTest.java,282.0,334.0,5,0,2,282.0,233.0,56.4,120.38247863247864,77.66666666666667,24.07649572649573,164,78.0,32.8,677.0,226118.0,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java,4114.0,4140.0,7,0,2,4114.0,1493.0,587.7142857142857,625.5401382243488,195.5,89.36287688919268,71,19.0,10.142857142857142,373.0,1544220.0,No
4.2.2,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConditionalSetTest.java,124.0,130.0,5,0,2,124.0,116.0,24.8,14.70561069754618,14.5,2.941122139509236,290,93.0,58.0,677.0,88010.0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,2261.0,3819.0,68,2,5,2261.0,275.0,33.25,693.4183364145835,118.66666666666667,10.197328476685051,1043,171.0,15.338235294117647,776.0,2963544.0,No
4.2.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java,115.0,471.0,11,0,2,115.0,29.0,10.454545454545455,27.85569980514952,10.387096774193548,2.5323363459226838,198,39.0,18.0,665.0,313215.0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryKey.java,83.0,83.0,1,0,1,83.0,83.0,83.0,6.384615384615385,6.384615384615385,6.384615384615385,13,13.0,13.0,685.0,56855.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/activemq/perf/NumberOfDestinationsTest.java,88.0,88.0,1,0,1,88.0,88.0,88.0,0.5986394557823129,0.5986394557823129,0.5986394557823129,147,147.0,147.0,421.0,37048.0,No
Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,56,56.0,56.0,-250.0,-0.0,No
4.0.0,hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java,143.0,143.0,2,1,2,143.0,138.0,71.5,0.8137254901960784,0.6666666666666666,0.4068627450980392,241,207.0,120.5,162.0,23166.0,No
4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/SnapshotMap.java,132.0,132.0,1,0,1,132.0,132.0,132.0,22.0,22.0,22.0,6,6.0,6.0,115.0,15180.0,No
Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,85.0,85.0,1,0,1,85.0,85.0,85.0,0.4106280193236715,0.4106280193236715,0.4106280193236715,207,207.0,207.0,-251.0,-21335.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/activemq/AutoFailTestSupport.java,153.0,153.0,1,0,1,153.0,153.0,153.0,1.0408163265306123,1.0408163265306123,1.0408163265306123,147,147.0,147.0,421.0,64413.0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/filter/ClientMessageFilter.java,24.0,24.0,1,0,1,24.0,24.0,24.0,1.5,1.5,1.5,16,16.0,16.0,271.0,6504.0,No
4.2.0,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/DebugUtil.java,69.0,69.0,1,0,1,69.0,69.0,69.0,0.46938775510204084,0.46938775510204084,0.46938775510204084,147,147.0,147.0,421.0,29049.0,No
Pre-Release,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,1.0,2.0,1,0,1,1.0,1.0,1.0,0.011695906432748537,0.011695906432748537,0.011695906432748537,171,171.0,171.0,-92.0,-184.0,No
Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,147.0,147.0,1,0,1,147.0,147.0,147.0,0.7101449275362319,0.7101449275362319,0.7101449275362319,207,207.0,207.0,-251.0,-36897.0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java,157.0,158.0,2,0,2,157.0,154.0,78.5,9.722560975609756,9.625,4.861280487804878,57,41.0,28.5,429.0,67782.0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java,90.0,90.0,3,1,3,90.0,81.0,30.0,2.175618073316283,1.6666666666666667,0.7252060244387609,244,207.0,81.33333333333333,401.0,36090.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/activemq/test/JmsSendReceiveTestSupport.java,273.0,273.0,1,0,1,273.0,273.0,273.0,1.8571428571428572,1.8571428571428572,1.8571428571428572,147,147.0,147.0,421.0,114933.0,No
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java,94.0,102.0,4,0,3,94.0,70.0,23.5,2.0715575635484105,1.5384615384615385,0.5178893908871026,418,207.0,104.5,98.0,9996.0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,738.0,1000.0,17,0,3,738.0,514.0,43.411764705882355,66.80933510933511,15.575757575757576,3.929960888784418,227,44.0,13.352941176470589,772.0,772000.0,No
4.2.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestRackawareEnsemblePlacementPolicy.java,286.0,293.0,3,0,2,286.0,254.0,95.33333333333333,25.8768115942029,12.5,8.6256038647343,31,23.0,10.333333333333334,595.0,174335.0,No
4.2.0,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorEvaluationException.java,39.0,39.0,1,0,1,39.0,39.0,39.0,0.2653061224489796,0.2653061224489796,0.2653061224489796,147,147.0,147.0,421.0,16419.0,No
Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,56,56.0,56.0,-250.0,-0.0,No
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java,37.0,37.0,1,0,1,37.0,37.0,37.0,9.25,9.25,9.25,4,4.0,4.0,103.0,3811.0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubInfo.java,162.0,162.0,1,0,1,162.0,162.0,162.0,8.526315789473685,8.526315789473685,8.526315789473685,19,19.0,19.0,243.0,39366.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/activemq/perf/SimpleTopicTest.java,181.0,181.0,1,0,1,181.0,181.0,181.0,1.2312925170068028,1.2312925170068028,1.2312925170068028,147,147.0,147.0,421.0,76201.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/activemq/RedeliveryPolicyTest.java,145.0,145.0,1,0,1,145.0,145.0,145.0,0.9863945578231292,0.9863945578231292,0.9863945578231292,147,147.0,147.0,421.0,61045.0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java,675.0,683.0,3,1,2,675.0,665.0,225.0,332.97024390243905,332.5,110.99008130081302,68,41.0,22.666666666666668,429.0,293007.0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,290.0,526.0,13,2,5,290.0,101.0,22.307692307692307,103.01835972623087,50.5,7.9244892097100665,492,171.0,37.84615384615385,556.0,292456.0,No
Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/util/MathUtils.java,38.0,38.0,1,0,1,38.0,38.0,38.0,0.18357487922705315,0.18357487922705315,0.18357487922705315,207,207.0,207.0,-251.0,-9538.0,No
4.0.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheMXBean.java,45.0,45.0,1,0,1,45.0,45.0,45.0,2.8125,2.8125,2.8125,16,16.0,16.0,113.0,5085.0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,1018.0,1197.0,18,2,3,1018.0,550.0,56.55555555555556,145.985888000888,91.66666666666667,8.110327111160444,267,72.0,14.833333333333334,776.0,928872.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/activemq/perf/InactiveDurableTopicTest.java,171.0,171.0,1,0,1,171.0,171.0,171.0,1.163265306122449,1.163265306122449,1.163265306122449,147,147.0,147.0,421.0,71991.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/PublishOnDurableTopicConsumedMessageTest.java,27.0,27.0,1,0,1,27.0,27.0,27.0,0.1836734693877551,0.1836734693877551,0.1836734693877551,147,147.0,147.0,421.0,11367.0,No
4.2.2,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CompactionTest.java,679.0,798.0,14,0,3,679.0,317.0,48.5,183.23457653457655,71.0,13.088184038184039,261,78.0,18.642857142857142,777.0,620046.0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java,143.0,150.0,4,0,2,143.0,139.0,35.75,47.29242424242425,46.333333333333336,11.823106060606062,45,20.0,11.25,772.0,115800.0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java,78.0,79.0,2,0,1,78.0,77.0,39.0,6.444444444444445,6.416666666666667,3.2222222222222223,84,72.0,42.0,677.0,53483.0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,634.0,703.0,16,1,4,634.0,394.0,39.625,108.58132017034455,43.77777777777778,6.786332510646535,143,41.0,8.9375,624.0,438672.0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java,122.0,136.0,2,0,2,122.0,108.0,61.0,8.02020202020202,4.909090909090909,4.01010101010101,31,22.0,15.5,484.0,65824.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/activemq/test/JmsTopicSendReceiveTest.java,116.0,116.0,1,0,1,116.0,116.0,116.0,0.7891156462585034,0.7891156462585034,0.7891156462585034,147,147.0,147.0,421.0,48836.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/activemq/test/JmsTopicSendReceiveWithTwoConnectionsTest.java,129.0,129.0,1,0,1,129.0,129.0,129.0,0.8775510204081632,0.8775510204081632,0.8775510204081632,147,147.0,147.0,421.0,54309.0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ResubscribeException.java,34.0,34.0,1,0,1,34.0,34.0,34.0,2.4285714285714284,2.4285714285714284,2.4285714285714284,14,14.0,14.0,392.0,13328.0,No
4.2.0,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/ExprFunction.java,25.0,25.0,1,0,1,25.0,25.0,25.0,0.17006802721088435,0.17006802721088435,0.17006802721088435,147,147.0,147.0,421.0,10525.0,No
Pre-Release,hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java,49.0,49.0,1,0,1,49.0,49.0,49.0,0.23671497584541062,0.23671497584541062,0.23671497584541062,207,207.0,207.0,-251.0,-12299.0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java,241.0,269.0,4,0,1,241.0,163.0,60.25,19.749373433583962,10.875,4.9373433583959905,58,24.0,14.5,358.0,96302.0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/Configurable.java,47.0,47.0,1,0,1,47.0,47.0,47.0,2.0434782608695654,2.0434782608695654,2.0434782608695654,23,23.0,23.0,553.0,25991.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/activemq/JmsSendReceiveTestSupport.java,234.0,234.0,1,0,1,234.0,234.0,234.0,1.5918367346938775,1.5918367346938775,1.5918367346938775,147,147.0,147.0,421.0,98514.0,No
Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,573.0,573.0,1,0,1,573.0,573.0,573.0,2.7681159420289854,2.7681159420289854,2.7681159420289854,207,207.0,207.0,-251.0,-143823.0,No
4.1.0,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/MultiLedgerManagerTestCase.java,56.0,56.0,2,0,1,56.0,55.0,28.0,1.3611111111111112,1.25,0.6805555555555556,53,44.0,26.5,371.0,20776.0,No
4.2.2,bookkeeper-stats-providers/twitter-science-provider/src/main/java/org/apache/bookkeeper/stats/twitter/science/TwitterStatsProvider.java,63.0,63.0,1,0,1,63.0,63.0,63.0,7.0,7.0,7.0,9,9.0,9.0,692.0,43596.0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyCloseSubscriptionHandler.java,70.0,70.0,1,0,1,70.0,70.0,70.0,2.8,2.8,2.8,25,25.0,25.0,331.0,23170.0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,622.0,727.0,8,0,2,622.0,234.0,77.75,106.13223443223444,58.5,13.266529304029305,94,39.0,11.75,643.0,467461.0,No
Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,178.0,178.0,1,0,1,178.0,178.0,178.0,0.8599033816425121,0.8599033816425121,0.8599033816425121,207,207.0,207.0,-251.0,-44678.0,No
Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,204.0,204.0,1,0,1,204.0,204.0,204.0,0.9855072463768116,0.9855072463768116,0.9855072463768116,207,207.0,207.0,-251.0,-51204.0,No
Pre-Release,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java,27.0,27.0,1,0,1,27.0,27.0,27.0,0.13043478260869565,0.13043478260869565,0.13043478260869565,207,207.0,207.0,-251.0,-6777.0,No
4.2.0,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestZkTopicManager.java,390.0,404.0,7,0,3,390.0,311.0,55.714285714285715,8.510407419815406,4.25,1.215772488545058,582,207.0,83.14285714285714,474.0,191496.0,No
4.2.2,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerRecoveryTest.java,212.0,224.0,5,0,2,212.0,139.0,42.4,45.31858045336306,27.8,9.063716090672612,182,78.0,36.4,677.0,151648.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/ObjectMessageNotSerializableTest.java,241.0,241.0,1,0,1,241.0,241.0,241.0,1.6394557823129252,1.6394557823129252,1.6394557823129252,147,147.0,147.0,421.0,101461.0,No
4.2.2,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorBookieTest.java,354.0,420.0,9,0,2,354.0,277.0,39.333333333333336,85.98768453768454,69.25,9.554187170853838,215,78.0,23.88888888888889,677.0,284340.0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,36.0,62.0,7,0,3,36.0,11.0,5.142857142857143,3.6568469071015763,1.8,0.5224067010145109,378,171.0,54.0,776.0,48112.0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,1122.0,2069.0,24,2,4,1122.0,712.0,46.75,326.2402119019192,91.0,13.593342162579967,277,44.0,11.541666666666666,685.0,1417265.0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java,60.0,70.0,2,0,1,60.0,60.0,30.0,5.769230769230769,5.0,2.8846153846153846,25,13.0,12.5,685.0,47950.0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,112.0,148.0,6,1,4,112.0,58.0,18.666666666666668,4.901873246802643,3.5,0.8169788744671073,300,171.0,50.0,429.0,63492.0,No
4.2.2,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestLedgerManager.java,363.0,400.0,8,0,3,363.0,261.0,45.375,17.539774401843367,7.909090909090909,2.192471800230421,307,78.0,38.375,677.0,270800.0,No
4.2.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/BookieAutoRecoveryTest.java,419.0,420.0,2,0,2,419.0,418.0,209.5,139.46666666666667,139.33333333333334,69.73333333333333,18,15.0,9.0,556.0,233520.0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java,371.0,371.0,1,0,1,371.0,371.0,371.0,11.96774193548387,11.96774193548387,11.96774193548387,31,31.0,31.0,294.0,109074.0,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,77.0,675.0,14,2,4,77.0,31.0,5.5,61.38544591043742,50.72727272727273,4.384674707888387,451,171.0,32.214285714285715,433.0,292275.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/activemq/JmsTransactionTestSupport.java,692.0,692.0,1,0,1,692.0,692.0,692.0,4.707482993197279,4.707482993197279,4.707482993197279,147,147.0,147.0,421.0,291332.0,No
4.1.0,hedwig-client/src/test/java/org/apache/hedwig/util/TestPathUtils.java,56.0,58.0,2,0,2,56.0,54.0,28.0,0.31215161649944256,0.2608695652173913,0.15607580824972128,285,207.0,142.5,388.0,22504.0,No
Pre-Release,hedwig-server/src/test/java/org/apache/hedwig/server/netty/WriteRecordingChannel.java,170.0,170.0,1,0,1,170.0,170.0,170.0,0.821256038647343,0.821256038647343,0.821256038647343,207,207.0,207.0,-251.0,-42670.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/CompositePublishTest.java,145.0,145.0,2,0,2,145.0,143.0,72.5,1.0240711669283098,0.9727891156462585,0.5120355834641549,186,147.0,93.0,474.0,68730.0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CancelScanRequest.java,27.0,27.0,1,0,1,27.0,27.0,27.0,4.5,4.5,4.5,6,6.0,6.0,399.0,10773.0,No
Pre-Release,{bookkeeper => bookkeeper-server}/src/test/java/org/apache/bookkeeper/test/CloseTest.java,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,56,56.0,56.0,-250.0,-0.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/activemq/JmsRollbackRedeliveryTest.java,339.0,339.0,1,0,1,339.0,339.0,339.0,2.306122448979592,2.306122448979592,2.306122448979592,147,147.0,147.0,421.0,142719.0,No
4.2.0,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/LogicalComparisonFunction.java,64.0,64.0,1,0,1,64.0,64.0,64.0,0.43537414965986393,0.43537414965986393,0.43537414965986393,147,147.0,147.0,421.0,26944.0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/TrueFilter.java,33.0,66.0,3,1,2,33.0,32.0,11.0,1.6679583559378957,1.4545454545454546,0.5559861186459653,263,207.0,87.66666666666667,264.0,17424.0,No
4.2.2,bookkeeper-stats-providers/twitter-science-provider/src/main/java/org/apache/bookkeeper/stats/twitter/science/TwitterStatsLoggerImpl.java,72.0,72.0,1,0,1,72.0,72.0,72.0,8.0,8.0,8.0,9,9.0,9.0,692.0,49824.0,No
Pre-Release,bookkeeper/src/test/java/org/apache/bookkeeper/test/LoopbackClient.java,117.0,117.0,1,0,1,117.0,117.0,117.0,0.5652173913043478,0.5652173913043478,0.5652173913043478,207,207.0,207.0,-251.0,-29367.0,No
Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,410.0,410.0,1,0,1,410.0,410.0,410.0,1.9806763285024154,1.9806763285024154,1.9806763285024154,207,207.0,207.0,-251.0,-102910.0,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java,81.0,88.0,3,0,2,81.0,63.0,27.0,68.22222222222223,63.0,22.740740740740744,13,9.0,4.333333333333333,264.0,23232.0,No
4.2.2,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ReadOnlyBookieTest.java,294.0,294.0,6,0,3,294.0,166.0,49.0,43.81547619047619,18.0,7.302579365079365,41,14.0,6.833333333333333,777.0,228438.0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,12.0,23.0,3,0,2,12.0,8.0,4.0,0.17510847009998112,0.0935672514619883,0.05836949003332704,336,171.0,112.0,677.0,15571.0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java,146.0,167.0,7,0,4,146.0,78.0,20.857142857142858,21.49026188660056,8.0,3.0700374123715086,422,207.0,60.285714285714285,360.0,60120.0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/CloseSubscriptionHandler.java,105.0,105.0,1,0,1,105.0,105.0,105.0,7.5,7.5,7.5,14,14.0,14.0,320.0,33600.0,No
Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,56,56.0,56.0,-250.0,-0.0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerBean.java,84.0,85.0,2,0,1,84.0,77.0,42.0,7.479166666666666,4.8125,3.739583333333333,19,16.0,9.5,240.0,20400.0,No
Pre-Release,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ChannelDisconnectListener.java,30.0,31.0,2,0,2,30.0,29.0,15.0,0.15179252479023647,0.14009661835748793,0.07589626239511824,378,207.0,189.0,-92.0,-2852.0,No
Pre-Release,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java,40.0,43.0,2,0,2,40.0,37.0,20.0,0.2138316806509026,0.178743961352657,0.1069158403254513,378,207.0,189.0,-92.0,-3956.0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,142.0,248.0,7,0,4,142.0,69.0,20.285714285714285,30.951248313090417,18.25,4.421606901870059,226,171.0,32.285714285714285,777.0,192696.0,No
Pre-Release,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java,99.0,100.0,2,0,2,99.0,98.0,49.5,0.4851258581235698,0.47342995169082125,0.2425629290617849,378,207.0,189.0,-92.0,-9200.0,No
Pre-Release,bookkeeper/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,67.0,67.0,1,0,1,67.0,67.0,67.0,0.32367149758454106,0.32367149758454106,0.32367149758454106,207,207.0,207.0,-251.0,-16817.0,No
4.2.0,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/TextMessageImpl.java,135.0,135.0,1,0,1,135.0,135.0,135.0,0.9183673469387755,0.9183673469387755,0.9183673469387755,147,147.0,147.0,421.0,56835.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/activemq/perf/SimpleNetworkTest.java,79.0,79.0,1,0,1,79.0,79.0,79.0,0.5374149659863946,0.5374149659863946,0.5374149659863946,147,147.0,147.0,421.0,33259.0,No
4.2.1,hedwig-server/src/test/java/org/apache/hedwig/client/TestPubSubClient.java,764.0,821.0,14,0,4,764.0,230.0,54.57142857142857,29.745452457999146,9.38888888888889,2.1246751755713675,686,207.0,49.0,595.0,488495.0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/DefaultServerChannel.java,92.0,92.0,1,0,1,92.0,92.0,92.0,2.967741935483871,2.967741935483871,2.967741935483871,31,31.0,31.0,294.0,27048.0,No
4.2.0,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/MessageProducerImpl.java,117.0,117.0,1,0,1,117.0,117.0,117.0,0.7959183673469388,0.7959183673469388,0.7959183673469388,147,147.0,147.0,421.0,49257.0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java,182.0,247.0,7,0,4,182.0,95.0,26.0,8.895942310794307,5.0,1.2708489015420439,575,207.0,82.14285714285714,294.0,72618.0,No
Pre-Release,hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java,78.0,82.0,2,0,2,78.0,74.0,39.0,0.40427154843630814,0.357487922705314,0.20213577421815407,378,207.0,189.0,-92.0,-7544.0,No
Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/client/BKException.java,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,56,56.0,56.0,-250.0,-0.0,No
4.2.2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,128.0,183.0,5,1,2,128.0,106.0,25.6,12.675285650022492,11.615384615384615,2.5350571300044984,263,171.0,52.6,685.0,125355.0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscriptionChannelPipelineFactory.java,49.0,49.0,1,0,1,49.0,49.0,49.0,1.96,1.96,1.96,25,25.0,25.0,331.0,16219.0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/data/MessageFormatter.java,123.0,123.0,1,0,1,123.0,123.0,123.0,10.25,10.25,10.25,12,12.0,12.0,189.0,23247.0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/{handlers => netty/impl/simple}/SubscribeReconnectCallback.java,26.0,69.0,1,0,1,26.0,26.0,26.0,2.225806451612903,2.225806451612903,2.225806451612903,31,31.0,31.0,294.0,20286.0,No
4.2.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/GcLedgersTest.java,315.0,358.0,9,0,3,315.0,167.0,35.0,69.84807590070747,27.833333333333332,7.76089732230083,191,78.0,21.22222222222222,600.0,214800.0,No
Pre-Release,{bookkeeper => bookkeeper-server}/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,56,56.0,56.0,-250.0,-0.0,No
Pre-Release,hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java,72.0,72.0,1,0,1,72.0,72.0,72.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,27,27.0,27.0,-19.0,-1368.0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookiesListener.java,27.0,27.0,1,0,1,27.0,27.0,27.0,2.25,2.25,2.25,12,12.0,12.0,623.0,16821.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/hedwig/jms/selector/BasicSelectorGrammarTest.java,376.0,376.0,1,0,1,376.0,376.0,376.0,2.557823129251701,2.557823129251701,2.557823129251701,147,147.0,147.0,421.0,158296.0,No
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/PubSubServerStandAloneTestBase.java,118.0,133.0,7,1,4,118.0,61.0,16.857142857142858,3.806870500775635,1.2777777777777777,0.5438386429679479,405,207.0,57.857142857142854,392.0,52136.0,No
4.1.0,hedwig-server/src/test/java/org/apache/hedwig/server/TestPubSubServerStartup.java,152.0,165.0,7,1,3,152.0,128.0,21.714285714285715,65.25634597510711,64.0,9.322335139301016,417,171.0,59.57142857142857,388.0,64020.0,No
4.2.1,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java,621.0,707.0,20,1,4,621.0,364.0,31.05,47.599142430933114,17.333333333333332,2.3799571215466555,721,207.0,36.05,665.0,470155.0,No
4.2.0,hedwig-client-jms/src/test/java/org/apache/activemq/util/DefaultTestAppender.java,82.0,82.0,1,0,1,82.0,82.0,82.0,0.5578231292517006,0.5578231292517006,0.5578231292517006,147,147.0,147.0,421.0,34522.0,No
