ID, Size, Predicted, Actual
0,78,0.0015384615384615385,NO
1,302,0.008333333333333335,NO
2,87,0.058570356629954155,NO
3,198,0.17756962481962488,NO
4,175,0.0,NO
5,65,0.0,NO
6,105,0.0,NO
7,58,0.050334621411118635,NO
8,196,0.0125,NO
9,106,0.0,NO
10,130,0.0,NO
11,64,0.03552757403938478,NO
12,132,0.1651469641469642,NO
13,62,0.0,NO
14,108,0.344068598068598,NO
15,432,0.22383333333333333,NO
16,174,0.0,NO
17,246,0.0,NO
18,106,0.0,NO
19,121,0.0,NO
20,110,0.0,NO
21,58,0.050334621411118635,NO
22,37,0.10253913617996686,NO
23,77,0.16203634184013443,NO
24,142,0.0,NO
25,114,0.0,NO
26,80,0.17413222184841187,NO
27,59,0.0,NO
28,69,0.13154135299273947,NO
29,95,0.14796196643913356,NO
30,64,0.03552757403938478,NO
31,164,0.005,NO
32,70,0.13357359307359307,NO
33,32,0.07335494510767111,NO
34,148,0.0,NO
35,156,0.0,NO
36,119,0.0,NO
37,116,0.0,NO
38,93,0.0,NO
39,229,0.0,YES
40,123,0.0,NO
41,201,0.0,NO
42,180,0.0,NO
43,156,0.0,NO
44,98,0.18431745516265644,NO
45,85,0.0,NO
46,48,0.0921556504408607,NO
47,145,0.2896190476190476,NO
48,145,0.2896190476190476,NO
49,113,0.0,NO
50,146,0.0,NO
51,113,0.0,NO
52,147,0.0,NO
53,125,0.1478167728502733,NO
54,252,0.0,NO
55,368,0.0,NO
56,106,0.0,NO
57,181,0.0,NO
58,260,0.0,NO
59,610,0.1,YES
60,39,0.03505330465960951,NO
61,39,0.03505330465960951,NO
62,39,0.03505330465960951,NO
63,24,0.0,NO
64,62,0.0,NO
65,77,0.16203634184013443,NO
66,77,0.16203634184013443,NO
67,54,0.0,NO
68,92,0.0,NO
69,58,0.050334621411118635,NO
70,24,0.0,NO
71,64,0.03552757403938478,NO
72,216,0.0016666666666666663,NO
73,36,0.053975729069642875,NO
74,36,0.053975729069642875,NO
75,208,0.0,NO
76,39,0.03505330465960951,NO
77,47,0.18530869488704396,NO
78,74,0.10817404817404816,NO
79,71,0.23690103257595513,NO
80,56,0.10601281847467468,NO
81,44,0.046181967974603354,NO
82,55,0.12619117522297627,NO
83,53,0.06933715680303404,NO
84,221,0.16736904761904764,NO
85,44,0.046181967974603354,NO
86,171,0.2722462406874171,NO
87,511,0.0,NO
88,122,0.0,NO
89,132,0.1651469641469642,NO
90,115,0.0,NO
91,201,0.0,NO
92,116,0.0,NO
93,225,0.0,NO
94,42,0.08450500172287058,NO
95,44,0.046181967974603354,NO
96,94,0.1688151623589165,NO
97,136,0.0,NO
98,27,0.0,NO
99,47,0.18530869488704396,NO
100,60,0.0,NO
101,58,0.050334621411118635,NO
102,56,0.10601281847467468,NO
103,205,0.0,NO
104,44,0.046181967974603354,NO
105,49,0.1018388845714738,NO
106,30,0.0,NO
107,39,0.03505330465960951,NO
108,80,0.17413222184841187,NO
109,29,0.0,NO
110,49,0.1018388845714738,NO
111,78,0.0015384615384615385,NO
112,45,0.0507255940839337,NO
113,31,0.049059256344315426,NO
114,30,0.0,NO
115,36,0.053975729069642875,NO
116,43,0.12150041537471713,NO
117,60,0.0,NO
118,85,0.0,NO
119,92,0.0,NO
120,156,0.0,NO
121,98,0.18431745516265644,NO
122,131,0.0025,NO
123,194,0.0,NO
124,201,0.0,NO
125,69,0.13154135299273947,NO
126,68,0.0,NO
127,52,0.0,NO
128,50,0.1253743281425241,NO
129,202,0.0,NO
130,73,0.0,NO
131,42,0.08450500172287058,NO
132,35,0.08188489734915431,NO
133,125,0.1478167728502733,NO
134,65,0.0,NO
135,48,0.0921556504408607,NO
136,89,0.07437736691413165,NO
137,153,0.0,NO
138,40,0.05496055563581768,NO
139,64,0.03552757403938478,NO
140,99,0.17528571428571435,NO
141,73,0.0,NO
142,72,0.09687337494135032,NO
143,51,0.049684041293595216,NO
144,36,0.053975729069642875,NO
145,31,0.049059256344315426,NO
146,61,0.027103907531083868,NO
147,74,0.10817404817404816,NO
148,101,0.0,NO
149,86,0.06276710071833916,NO
150,106,0.0,NO
151,91,0.0,NO
152,58,0.050334621411118635,NO
153,106,0.0,NO
154,143,0.0,NO
155,52,0.0,NO
156,88,0.11921389721389726,NO
157,66,0.06913488825864315,NO
158,44,0.046181967974603354,NO
159,158,0.0,NO
160,51,0.049684041293595216,NO
161,36,0.053975729069642875,NO
162,63,0.0,NO
163,36,0.053975729069642875,NO
164,43,0.12150041537471713,NO
165,81,0.15870274283268973,NO
166,75,0.0,NO
167,81,0.15870274283268973,NO
168,88,0.11921389721389726,NO
169,42,0.08450500172287058,NO
170,82,0.0,NO
171,55,0.12619117522297627,NO
172,48,0.0921556504408607,NO
173,72,0.09687337494135032,NO
174,113,0.0,NO
175,55,0.12619117522297627,NO
176,35,0.08188489734915431,NO
177,47,0.18530869488704396,NO
178,101,0.0,NO
179,109,0.0,NO
180,28,0.0714862885132704,NO
181,54,0.0,NO
182,158,0.0,NO
183,52,0.0,NO
184,53,0.06933715680303404,NO
185,81,0.15870274283268973,NO
186,83,0.09531085955431248,NO
187,63,0.0,NO
188,48,0.0921556504408607,NO
189,55,0.12619117522297627,NO
190,149,0.0,NO
191,263,0.0,NO
192,179,0.0,NO
193,37,0.10253913617996686,NO
194,25,0.013026241471241738,NO
195,30,0.0,NO
196,36,0.053975729069642875,NO
197,30,0.0,NO
198,27,0.0,NO
199,37,0.10253913617996686,NO
200,33,0.0,NO
201,31,0.049059256344315426,NO
202,56,0.10601281847467468,NO
203,101,0.0,NO
204,139,0.17577777777777778,NO
205,85,0.0,NO
206,95,0.14796196643913356,NO
207,60,0.0,NO
208,35,0.08188489734915431,NO
209,26,0.0,NO
210,69,0.13154135299273947,NO
211,64,0.03552757403938478,NO
212,39,0.03505330465960951,NO
213,41,0.09123172906982759,NO
214,167,0.035,NO
215,66,0.06913488825864315,NO
216,93,0.0,NO
217,77,0.16203634184013443,NO
218,123,0.0,NO
219,90,0.2293968253968254,NO
220,48,0.0921556504408607,NO
221,85,0.0,NO
222,43,0.12150041537471713,NO
223,90,0.2293968253968254,NO
224,202,0.0,NO
225,135,0.0,NO
226,30,0.0,NO
227,29,0.0,NO
228,67,0.0,NO
229,242,0.25976282051282046,NO
230,72,0.09687337494135032,NO
231,50,0.1253743281425241,NO
232,89,0.07437736691413165,NO
233,40,0.05496055563581768,NO
234,49,0.1018388845714738,NO
235,249,0.0,NO
236,40,0.05496055563581768,NO
237,171,0.2722462406874171,NO
238,40,0.05496055563581768,NO
239,32,0.07335494510767111,NO
240,271,0.0,NO
241,55,0.12619117522297627,NO
242,80,0.17413222184841187,NO
243,28,0.0714862885132704,NO
244,44,0.046181967974603354,NO
245,83,0.09531085955431248,NO
246,67,0.0,NO
247,36,0.053975729069642875,NO
248,384,0.0,NO
249,196,0.0125,NO
250,312,0.0,NO
251,120,0.0,NO
252,315,0.0,YES
253,112,0.0,NO
254,119,0.0,NO
255,146,0.0,NO
256,86,0.06276710071833916,NO
257,69,0.13154135299273947,NO
258,88,0.11921389721389726,NO
259,42,0.08450500172287058,NO
260,32,0.07335494510767111,NO
261,56,0.10601281847467468,NO
262,56,0.10601281847467468,NO
263,89,0.07437736691413165,NO
264,40,0.05496055563581768,NO
265,80,0.17413222184841187,NO
266,46,0.18723961064325098,NO
267,46,0.18723961064325098,NO
268,68,0.0,NO
269,80,0.17413222184841187,NO
270,66,0.06913488825864315,NO
271,100,0.0,NO
272,32,0.07335494510767111,NO
273,31,0.049059256344315426,NO
274,36,0.053975729069642875,NO
