ID, Size, Predicted, Actual
0,118,0.05195415181291022,NO
1,22,0.051693907527628945,NO
2,75,0.05184515332997504,NO
3,133,0.05200721680655103,NO
4,79,0.051863584619663665,NO
5,91,0.05188191010557213,NO
6,70,0.05182661634752607,NO
7,57,0.051789225751469596,NO
8,70,0.05182661634752607,NO
9,59,0.0518079737839416,NO
10,88,0.05188191010557213,NO
11,40,0.051751413731947096,NO
12,104,0.05191824322511203,NO
13,195,0.052160640393649635,NO
14,201,0.05217715083467851,NO
15,192,0.05214402235722314,NO
16,97,0.05190012967731233,NO
17,101,0.05191824322511203,NO
18,98,0.05190012967731233,NO
19,187,0.05214402235722314,NO
20,149,0.05204206029931541,NO
21,151,0.05204206029931541,NO
22,196,0.052160640393649635,NO
23,90,0.05188191010557213,NO
24,115,0.05195415181291022,NO
25,62,0.0518079737839416,NO
26,61,0.0518079737839416,NO
27,142,0.052024691940377,YES
28,47,0.05177037236298037,YES
29,85,0.05188191010557213,NO
30,65,0.05182661634752607,NO
31,106,0.05193625063981986,NO
32,85,0.05188191010557213,NO
33,88,0.05188191010557213,NO
34,144,0.052024691940377,NO
35,81,0.051863584619663665,NO
36,80,0.051863584619663665,NO
37,69,0.05182661634752607,NO
38,89,0.05188191010557213,NO
39,67,0.05182661634752607,NO
40,88,0.05188191010557213,NO
41,40,0.051751413731947096,NO
42,92,0.05190012967731233,NO
43,95,0.05190012967731233,NO
44,49,0.05177037236298037,NO
45,102,0.05191824322511203,NO
46,94,0.05190012967731233,NO
47,72,0.05184515332997504,NO
48,69,0.05182661634752607,NO
49,86,0.05188191010557213,NO
50,221,0.05222603559146382,NO
51,131,0.05198963500324468,NO
52,166,0.05209352368225081,NO
53,116,0.05195415181291022,NO
54,155,0.05205932177859718,NO
55,67,0.05182661634752607,NO
56,88,0.05188191010557213,NO
57,40,0.051751413731947096,NO
58,57,0.051789225751469596,NO
59,39,0.051751413731947096,NO
60,98,0.05190012967731233,NO
61,106,0.05193625063981986,NO
62,101,0.05191824322511203,NO
63,94,0.05190012967731233,NO
64,76,0.05184515332997504,NO
65,116,0.05195415181291022,NO
66,56,0.051789225751469596,NO
67,48,0.05177037236298037,NO
68,82,0.051863584619663665,NO
69,45,0.05177037236298037,NO
70,45,0.05177037236298037,NO
71,30,0.051713181199255484,NO
72,77,0.05184515332997504,NO
73,302,0.05241182971827562,NO
74,86,0.05188191010557213,NO
75,198,0.052160640393649635,NO
76,175,0.05211046390022464,NO
77,86,0.05188191010557213,NO
78,68,0.05182661634752607,NO
79,105,0.05193625063981986,NO
80,194,0.052160640393649635,NO
81,106,0.05193625063981986,NO
82,97,0.05190012967731233,NO
83,69,0.05182661634752607,NO
84,101,0.05191824322511203,NO
85,62,0.0518079737839416,NO
86,108,0.05193625063981986,NO
87,432,0.052673812432080566,NO
88,173,0.05211046390022464,NO
89,243,0.05227394843827547,YES
90,107,0.05193625063981986,NO
91,120,0.05197194663647796,NO
92,110,0.05193625063981986,NO
93,58,0.0518079737839416,NO
94,37,0.051732349972470476,NO
95,77,0.05184515332997504,NO
96,142,0.052024691940377,NO
97,118,0.05195415181291022,NO
98,80,0.051863584619663665,NO
99,59,0.0518079737839416,NO
100,69,0.05182661634752607,NO
101,95,0.05190012967731233,NO
102,97,0.05190012967731233,NO
103,95,0.05190012967731233,NO
104,71,0.05182661634752607,NO
105,114,0.05195415181291022,NO
106,109,0.05193625063981986,NO
107,116,0.05195415181291022,NO
108,88,0.05188191010557213,NO
109,63,0.0518079737839416,NO
110,79,0.051863584619663665,NO
111,105,0.05193625063981986,NO
112,70,0.05182661634752607,NO
113,32,0.051732349972470476,NO
114,148,0.05204206029931541,NO
115,156,0.05205932177859718,NO
116,119,0.05197194663647796,NO
117,116,0.05195415181291022,NO
118,73,0.05184515332997504,NO
119,92,0.05190012967731233,NO
120,125,0.05197194663647796,NO
121,202,0.05217715083467851,NO
122,181,0.05212729682575623,NO
123,153,0.05205932177859718,NO
124,98,0.05190012967731233,NO
125,88,0.05188191010557213,NO
126,144,0.052024691940377,NO
127,112,0.05195415181291022,NO
128,146,0.05204206029931541,NO
129,113,0.05195415181291022,NO
130,147,0.05204206029931541,NO
131,125,0.05197194663647796,NO
132,252,0.05228970295529299,NO
133,368,0.052540873119460374,NO
134,106,0.05193625063981986,NO
135,181,0.05212729682575623,NO
136,261,0.05232088676904915,NO
137,629,0.05299647856234629,NO
138,39,0.051751413731947096,NO
139,39,0.051751413731947096,NO
140,37,0.051732349972470476,NO
141,39,0.051751413731947096,NO
142,24,0.051713181199255484,NO
143,67,0.05182661634752607,NO
144,77,0.05184515332997504,NO
145,77,0.05184515332997504,NO
146,54,0.051789225751469596,NO
147,95,0.05190012967731233,NO
148,58,0.0518079737839416,NO
149,24,0.051713181199255484,NO
150,64,0.0518079737839416,NO
151,216,0.05220984853234465,NO
152,36,0.051732349972470476,NO
153,36,0.051732349972470476,NO
154,208,0.052193553580601,NO
155,64,0.0518079737839416,NO
156,39,0.051751413731947096,NO
157,47,0.05177037236298037,NO
158,74,0.05184515332997504,NO
159,71,0.05182661634752607,NO
160,175,0.05211046390022464,NO
161,44,0.051751413731947096,NO
162,175,0.05211046390022464,NO
163,58,0.0518079737839416,NO
164,58,0.0518079737839416,NO
165,290,0.052381950889265456,NO
166,85,0.05188191010557213,NO
167,35,0.051732349972470476,NO
168,183,0.05212729682575623,NO
169,231,0.05224211466015844,NO
170,51,0.051789225751469596,NO
171,238,0.052258085641272004,NO
172,139,0.052024691940377,NO
173,132,0.05198963500324468,NO
174,484,0.05276028808503666,NO
175,225,0.05222603559146382,NO
176,42,0.051751413731947096,NO
177,44,0.051751413731947096,NO
178,94,0.05190012967731233,NO
179,166,0.05209352368225081,NO
180,27,0.051713181199255484,NO
181,47,0.05177037236298037,NO
182,60,0.0518079737839416,NO
183,37,0.051732349972470476,NO
184,68,0.05182661634752607,NO
185,24,0.051713181199255484,NO
186,32,0.051732349972470476,NO
187,32,0.051732349972470476,NO
188,36,0.051732349972470476,NO
189,35,0.051732349972470476,NO
190,24,0.051713181199255484,NO
191,36,0.051732349972470476,NO
