ID, Size, Predicted, Actual
0,78,0.39,YES
1,302,0.895,YES
2,87,0.23,YES
3,198,1.0,YES
4,175,0.99,YES
5,68,0.48,YES
6,105,0.41,YES
7,58,0.27,YES
8,196,1.0,YES
9,106,0.39,YES
10,130,0.7,YES
11,64,0.42,YES
12,132,0.72,YES
13,62,0.41,YES
14,108,0.57,YES
15,432,1.0,YES
16,174,0.99,YES
17,246,0.945,YES
18,106,0.46,YES
19,121,0.47,YES
20,110,0.57,YES
21,58,0.27,YES
22,37,0.0175,YES
23,77,0.39,YES
24,142,0.93,YES
25,114,0.57,YES
26,80,0.39,YES
27,59,0.41,YES
28,69,0.97,YES
29,95,0.59,NO
30,64,0.42,YES
31,164,0.86,YES
32,70,0.43,YES
33,32,0.0,YES
34,148,1.0,YES
35,156,1.0,YES
36,119,0.5,YES
37,118,0.99,YES
38,93,0.16,NO
39,229,0.99,YES
40,123,0.99,YES
41,201,0.35,NO
42,180,0.38,NO
43,156,1.0,YES
44,98,0.14,NO
45,85,0.22,YES
46,48,0.0,YES
47,145,0.96,NO
48,145,1.0,YES
49,113,0.08183333333333333,NO
50,146,0.99,YES
51,113,0.57,YES
52,147,0.99,YES
53,125,0.44,YES
54,252,0.925,YES
55,368,0.86,YES
56,106,0.46,YES
57,181,0.99,YES
58,260,1.0,YES
59,610,1.0,YES
60,39,1.0,YES
61,39,0.9161666666666668,NO
62,39,0.9161666666666668,NO
63,24,0.48,NO
64,62,0.95,NO
65,77,1.0,YES
66,77,0.2360833333333333,NO
67,54,0.5535,NO
68,92,0.91,YES
69,58,0.21,NO
70,24,0.48,NO
71,64,0.975,NO
72,216,1.0,YES
73,36,0.865,NO
74,36,0.865,NO
75,208,0.07,NO
76,39,0.75,YES
77,47,0.96,YES
78,74,0.45833333333333337,NO
79,71,1.0,YES
80,56,0.966,YES
81,44,1.0,YES
82,55,1.0,YES
83,53,0.99,YES
84,187,1.0,YES
85,44,1.0,YES
86,171,0.2,NO
87,493,0.98,NO
88,122,0.831,NO
89,132,0.99,YES
90,115,0.09,NO
91,201,1.0,YES
92,116,0.98,YES
93,225,0.7,NO
94,42,0.0,NO
95,44,0.0,NO
96,136,0.03,NO
97,27,0.0,NO
98,47,0.09,NO
99,60,0.12,NO
100,58,0.4916666666666666,YES
101,56,0.03666666666666666,NO
102,205,1.0,YES
103,44,0.98,YES
104,49,1.0,YES
105,30,1.0,YES
106,39,1.0,YES
107,80,0.98,YES
108,29,0.0,NO
109,49,0.014166666666666666,NO
110,78,0.43,NO
111,45,0.07,NO
112,31,0.02,NO
113,30,0.98,YES
114,36,0.11,NO
115,43,1.0,YES
116,60,0.73,YES
117,85,0.96,YES
118,92,0.55,NO
119,156,1.0,YES
120,98,0.62,YES
121,131,1.0,YES
122,194,1.0,YES
123,201,1.0,YES
124,69,0.94,YES
125,68,0.76,YES
126,52,0.98,YES
127,50,0.98,YES
128,202,1.0,YES
129,73,0.2931190476190476,NO
130,42,0.0,NO
131,35,0.20335714285714285,NO
132,125,0.04,NO
133,65,0.0,NO
134,48,0.0075,NO
135,89,0.39,NO
136,153,0.11,NO
137,40,0.03483333333333333,NO
138,64,0.77,YES
139,99,0.13,YES
140,73,1.0,YES
141,72,1.0,YES
142,51,1.0,YES
143,36,0.73,YES
144,31,1.0,YES
145,61,1.0,YES
146,74,0.9,YES
147,101,0.97,YES
148,86,0.99,YES
149,106,1.0,YES
150,91,1.0,YES
151,58,1.0,YES
152,106,1.0,YES
153,143,1.0,YES
154,52,1.0,YES
155,88,1.0,YES
156,66,1.0,YES
157,44,0.94,YES
158,158,1.0,YES
159,51,0.9266666666666667,YES
160,36,0.73,YES
161,63,0.79,YES
162,36,0.95,YES
163,43,1.0,YES
164,81,0.42,YES
165,75,1.0,YES
166,81,0.42,YES
167,88,0.7,YES
168,42,1.0,YES
169,82,0.01,NO
170,55,1.0,YES
171,48,0.0,NO
172,72,0.0,NO
173,113,0.96,YES
174,55,0.94,YES
175,35,0.84,YES
176,47,1.0,YES
177,101,0.92,YES
178,109,0.0,NO
179,28,0.41,YES
180,54,0.0,NO
181,158,1.0,YES
182,52,1.0,YES
183,53,0.19,YES
184,81,0.65,YES
185,83,0.6,YES
186,63,0.79,YES
187,48,0.0018181818181818182,NO
188,55,0.15,YES
189,149,1.0,YES
190,263,1.0,YES
191,179,0.21,NO
192,37,0.0022222222222222222,NO
193,25,0.0,NO
194,30,0.02,YES
195,36,0.865,NO
196,30,0.0,NO
197,27,0.0,NO
198,37,0.0022222222222222222,NO
199,33,0.0,NO
200,31,0.07298641512426339,NO
201,56,0.0,NO
202,101,0.74,NO
203,139,0.3833333333333333,NO
204,85,0.3253333333333333,NO
205,95,0.022000000000000002,NO
206,60,0.79,YES
207,35,0.0,NO
208,26,0.0,NO
209,69,0.8,YES
210,64,0.31,YES
211,39,0.06722222222222222,YES
212,41,0.11819234360410827,NO
213,167,1.0,YES
214,66,0.39,YES
215,93,0.35283333333333333,NO
216,77,0.78,YES
217,123,1.0,YES
218,90,1.0,YES
219,48,0.0,YES
220,85,0.0,NO
221,43,0.0,YES
222,90,0.26,YES
223,202,0.0,NO
224,135,0.0,NO
225,30,0.0,NO
226,29,0.0,NO
227,67,0.0,NO
228,242,0.945,YES
229,72,1.0,YES
230,50,0.0,NO
