DATASET,#TRAINING_RELEASES,%TRAINING_INSTANCES,CLASSIFIER,FEATURE_SELECTION,BALANCING,COST_SENSITIVE,PRECISION,RECALL,AREA_UNDER_ROC,KAPPA,TRUE_POSITIVES,FALSE_POSITIVES,TRUE_NEGATIVES,FALSE_NEGATIVES
STORM,10,84.77897784211112,RandomForest,None,None,None,0.7115384615384616,0.5967741935483871,0.8701334816462737,0.6339781779235562,37.0,15.0,1290.0,25.0
STORM,10,84.77897784211112,NaiveBayes,None,None,None,0.4642857142857143,0.20967741935483872,0.8813125695216908,0.2682380100035132,13.0,15.0,1290.0,49.0
STORM,10,84.77897784211112,IBk,None,None,None,0.582089552238806,0.6290322580645161,0.7880978865406006,0.5851042937483262,39.0,28.0,1277.0,23.0
STORM,10,84.77897784211112,RandomForest,BestFirst,None,None,0.8043478260869565,0.5967741935483871,0.8552218514398715,0.6725333258179981,37.0,9.0,1296.0,25.0
STORM,10,84.77897784211112,NaiveBayes,BestFirst,None,None,0.8409090909090909,0.5967741935483871,0.8445371400321344,0.6863015073935432,37.0,7.0,1298.0,25.0
STORM,10,84.77897784211112,IBk,BestFirst,None,None,0.7551020408163265,0.5967741935483871,0.8398343838833272,0.6527622356018431,37.0,12.0,1293.0,25.0
STORM,10,84.77897784211112,RandomForest,None,None,SensitiveLearning,0.22018348623853212,0.7741935483870968,0.8522246941045606,0.2929204335897089,48.0,170.0,1135.0,14.0
STORM,10,84.77897784211112,NaiveBayes,None,None,SensitiveLearning,0.5,0.25806451612903225,0.8813125695216908,0.3194089777563644,16.0,16.0,1289.0,46.0
STORM,10,84.77897784211112,IBk,None,None,SensitiveLearning,0.2198952879581152,0.6774193548387096,0.7881102459522926,0.28290917443437713,42.0,149.0,1156.0,20.0
STORM,10,84.77897784211112,RandomForest,BestFirst,None,SensitiveLearning,0.4842105263157895,0.7419354838709677,0.8542887158571252,0.561943216048196,46.0,49.0,1256.0,16.0
STORM,10,84.77897784211112,NaiveBayes,BestFirst,None,SensitiveLearning,0.7307692307692307,0.6129032258064516,0.8445371400321344,0.652279269027378,38.0,14.0,1291.0,24.0
STORM,10,84.77897784211112,IBk,BestFirst,None,SensitiveLearning,0.5,0.7258064516129032,0.8397725868248671,0.5689539425502483,45.0,45.0,1260.0,17.0
STORM,10,84.77897784211112,RandomForest,None,SMOTE,None,0.6724137931034483,0.6290322580645161,0.8559139784946237,0.6339513414260947,39.0,19.0,1286.0,23.0
STORM,10,84.77897784211112,NaiveBayes,None,SMOTE,None,0.6666666666666666,0.6129032258064516,0.9087999011247064,0.6222422158670996,38.0,19.0,1286.0,24.0
STORM,10,84.77897784211112,IBk,None,SMOTE,None,0.5342465753424658,0.6290322580645161,0.7852305030280559,0.5559993845908385,39.0,34.0,1271.0,23.0
STORM,10,84.77897784211112,RandomForest,BestFirst,SMOTE,None,0.7291666666666666,0.5645161290322581,0.8104931405265109,0.6213768366824086,35.0,13.0,1292.0,27.0
STORM,10,84.77897784211112,NaiveBayes,BestFirst,SMOTE,None,0.9444444444444444,0.5483870967741935,0.7882461994809047,0.6833253540485859,34.0,2.0,1303.0,28.0
STORM,10,84.77897784211112,IBk,BestFirst,SMOTE,None,0.7,0.5645161290322581,0.8096341614139168,0.6091733376899204,35.0,15.0,1290.0,27.0
STORM,10,84.77897784211112,RandomForest,None,SMOTE,SensitiveLearning,0.09683794466403162,0.7903225806451613,0.8192497837102954,0.09979095209272099,49.0,457.0,848.0,13.0
STORM,10,84.77897784211112,NaiveBayes,None,SMOTE,SensitiveLearning,0.09683794466403162,0.7903225806451613,0.8192497837102954,0.09979095209272099,49.0,457.0,848.0,13.0
STORM,10,84.77897784211112,IBk,None,SMOTE,SensitiveLearning,0.09683794466403162,0.7903225806451613,0.8192497837102954,0.09979095209272099,49.0,457.0,848.0,13.0
STORM,10,84.77897784211112,RandomForest,BestFirst,SMOTE,SensitiveLearning,0.04642313546423135,0.9838709677419355,0.8454517364973427,0.002233920198177472,61.0,1253.0,52.0,1.0
STORM,10,84.77897784211112,NaiveBayes,BestFirst,SMOTE,SensitiveLearning,0.04642313546423135,0.9838709677419355,0.8454517364973427,0.002233920198177472,61.0,1253.0,52.0,1.0
STORM,10,84.77897784211112,IBk,BestFirst,SMOTE,SensitiveLearning,0.04642313546423135,0.9838709677419355,0.8454517364973427,0.002233920198177472,61.0,1253.0,52.0,1.0
STORM,11,85.32205966178985,RandomForest,None,None,None,0.32432432432432434,0.2926829268292683,0.7402536325895174,0.28981238721100383,12.0,25.0,1479.0,29.0
STORM,11,85.32205966178985,NaiveBayes,None,None,None,0.11538461538461539,0.14634146341463414,0.7152390373637779,0.10239490464133699,6.0,46.0,1458.0,35.0
STORM,11,85.32205966178985,IBk,None,None,None,0.22807017543859648,0.3170731707317073,0.6686478334198236,0.24190382728164928,13.0,44.0,1460.0,28.0
STORM,11,85.32205966178985,RandomForest,BestFirst,None,None,0.4074074074074074,0.2682926829268293,0.6809645822522055,0.3089668047371811,11.0,16.0,1488.0,30.0
STORM,11,85.32205966178985,NaiveBayes,BestFirst,None,None,0.23255813953488372,0.24390243902439024,0.6263460041515309,0.2168168929301265,10.0,33.0,1471.0,31.0
STORM,11,85.32205966178985,IBk,BestFirst,None,None,0.3793103448275862,0.2682926829268293,0.6877108199273482,0.2988692659683105,11.0,18.0,1486.0,30.0
STORM,11,85.32205966178985,RandomForest,None,None,SensitiveLearning,0.11229946524064172,0.5121951219512195,0.7424915672029061,0.1470827422045196,21.0,166.0,1338.0,20.0
STORM,11,85.32205966178985,NaiveBayes,None,None,SensitiveLearning,0.12727272727272726,0.17073170731707318,0.7152390373637779,0.11904596342396091,7.0,48.0,1456.0,34.0
STORM,11,85.32205966178985,IBk,None,None,SensitiveLearning,0.09944751381215469,0.43902439024390244,0.6685262065386611,0.12426709899191847,18.0,163.0,1341.0,23.0
STORM,11,85.32205966178985,RandomForest,BestFirst,None,SensitiveLearning,0.2073170731707317,0.4146341463414634,0.6780779709392839,0.24988134918253685,17.0,65.0,1439.0,24.0
STORM,11,85.32205966178985,NaiveBayes,BestFirst,None,SensitiveLearning,0.20408163265306123,0.24390243902439024,0.6263460041515309,0.19907873689199565,10.0,39.0,1465.0,31.0
STORM,11,85.32205966178985,IBk,BestFirst,None,SensitiveLearning,0.2537313432835821,0.4146341463414634,0.6877108199273482,0.29148643456490214,17.0,50.0,1454.0,24.0
STORM,11,85.32205966178985,RandomForest,None,SMOTE,None,0.28888888888888886,0.3170731707317073,0.7184337701089777,0.28239665582907636,13.0,32.0,1472.0,28.0
STORM,11,85.32205966178985,NaiveBayes,None,SMOTE,None,0.16129032258064516,0.24390243902439024,0.776790347690711,0.16758086607681846,10.0,52.0,1452.0,31.0
STORM,11,85.32205966178985,IBk,None,SMOTE,None,0.2,0.3170731707317073,0.6537120524130773,0.21989396617015822,13.0,52.0,1452.0,28.0
STORM,11,85.32205966178985,RandomForest,BestFirst,SMOTE,None,0.43478260869565216,0.24390243902439024,0.6978545018162947,0.2991319050662922,10.0,13.0,1491.0,31.0
STORM,11,85.32205966178985,NaiveBayes,BestFirst,SMOTE,None,0.6666666666666666,0.24390243902439024,0.6198024779449922,0.34787196623285455,10.0,5.0,1499.0,31.0
STORM,11,85.32205966178985,IBk,BestFirst,SMOTE,None,0.4,0.24390243902439024,0.7006357031655422,0.2887309847878299,10.0,15.0,1489.0,31.0
STORM,11,85.32205966178985,RandomForest,None,SMOTE,SensitiveLearning,0.04173913043478261,0.5853658536585366,0.6678775298391282,0.02985949124998623,24.0,551.0,953.0,17.0
STORM,11,85.32205966178985,NaiveBayes,None,SMOTE,SensitiveLearning,0.04173913043478261,0.5853658536585366,0.6678775298391282,0.02985949124998623,24.0,551.0,953.0,17.0
STORM,11,85.32205966178985,IBk,None,SMOTE,SensitiveLearning,0.04173913043478261,0.5853658536585366,0.6678775298391282,0.02985949124998623,24.0,551.0,953.0,17.0
STORM,11,85.32205966178985,RandomForest,BestFirst,SMOTE,SensitiveLearning,0.026885245901639345,1.0,0.7125308121432278,7.147775908508513E-4,41.0,1484.0,20.0,0.0
STORM,11,85.32205966178985,NaiveBayes,BestFirst,SMOTE,SensitiveLearning,0.026885245901639345,1.0,0.7125308121432278,7.147775908508513E-4,41.0,1484.0,20.0,0.0
STORM,11,85.32205966178985,IBk,BestFirst,SMOTE,SensitiveLearning,0.026885245901639345,1.0,0.7125308121432278,7.147775908508513E-4,41.0,1484.0,20.0,0.0
STORM,12,86.77658697444353,RandomForest,None,None,None,0.2222222222222222,0.034482758620689655,0.5377057590221707,0.05047733593926164,2.0,7.0,1539.0,56.0
STORM,12,86.77658697444353,NaiveBayes,None,None,None,NaN,0.0,0.5562463755185797,0.0,0.0,0.0,1546.0,58.0
STORM,12,86.77658697444353,IBk,None,None,None,0.14285714285714285,0.034482758620689655,0.5402261676406299,0.04208529473758186,2.0,12.0,1534.0,56.0
STORM,12,86.77658697444353,RandomForest,BestFirst,None,None,1.0,0.017241379310344827,0.5051244591158496,0.0327126534066859,1.0,0.0,1546.0,57.0
STORM,12,86.77658697444353,NaiveBayes,BestFirst,None,None,1.0,0.017241379310344827,0.5057601373957265,0.0327126534066859,1.0,0.0,1546.0,57.0
STORM,12,86.77658697444353,IBk,BestFirst,None,None,1.0,0.017241379310344827,0.5057601373957265,0.0327126534066859,1.0,0.0,1546.0,57.0
STORM,12,86.77658697444353,RandomForest,None,None,SensitiveLearning,0.10256410256410256,0.20689655172413793,0.5652629700673596,0.09330358479829862,12.0,105.0,1441.0,46.0
STORM,12,86.77658697444353,NaiveBayes,None,None,SensitiveLearning,NaN,0.0,0.5562463755185797,0.0,0.0,0.0,1546.0,58.0
STORM,12,86.77658697444353,IBk,None,None,SensitiveLearning,0.0784313725490196,0.13793103448275862,0.5399585136280501,0.05650142152217243,8.0,94.0,1452.0,50.0
STORM,12,86.77658697444353,RandomForest,BestFirst,None,SensitiveLearning,0.08333333333333333,0.017241379310344827,0.5051244591158496,0.01637688478464811,1.0,11.0,1535.0,57.0
STORM,12,86.77658697444353,NaiveBayes,BestFirst,None,SensitiveLearning,1.0,0.017241379310344827,0.5057601373957265,0.0327126534066859,1.0,0.0,1546.0,57.0
STORM,12,86.77658697444353,IBk,BestFirst,None,SensitiveLearning,0.08333333333333333,0.017241379310344827,0.5057601373957265,0.01637688478464811,1.0,11.0,1535.0,57.0
STORM,12,86.77658697444353,RandomForest,None,SMOTE,None,0.20833333333333334,0.08620689655172414,0.5425458357496543,0.10296402162430841,5.0,19.0,1527.0,53.0
STORM,12,86.77658697444353,NaiveBayes,None,SMOTE,None,1.0,0.017241379310344827,0.6184424766917964,0.0327126534066859,1.0,0.0,1546.0,57.0
STORM,12,86.77658697444353,IBk,None,SMOTE,None,0.17857142857142858,0.08620689655172414,0.5525047954677254,0.0949694126031952,5.0,23.0,1523.0,53.0
STORM,12,86.77658697444353,RandomForest,BestFirst,SMOTE,None,0.14285714285714285,0.017241379310344827,0.5079794352500334,0.023161395097053727,1.0,6.0,1540.0,57.0
STORM,12,86.77658697444353,NaiveBayes,BestFirst,SMOTE,None,1.0,0.017241379310344827,0.48891466297898917,0.0327126534066859,1.0,0.0,1546.0,57.0
STORM,12,86.77658697444353,IBk,BestFirst,SMOTE,None,0.14285714285714285,0.017241379310344827,0.5130704376143106,0.023161395097053727,1.0,6.0,1540.0,57.0
STORM,12,86.77658697444353,RandomForest,None,SMOTE,SensitiveLearning,0.03969754253308128,0.3620689655172414,0.5356258642994156,0.006821301000699899,21.0,508.0,1038.0,37.0
STORM,12,86.77658697444353,NaiveBayes,None,SMOTE,SensitiveLearning,0.03969754253308128,0.3620689655172414,0.5356258642994156,0.006821301000699899,21.0,508.0,1038.0,37.0
STORM,12,86.77658697444353,IBk,None,SMOTE,SensitiveLearning,0.03969754253308128,0.3620689655172414,0.5356258642994156,0.006821301000699899,21.0,508.0,1038.0,37.0
STORM,12,86.77658697444353,RandomForest,BestFirst,SMOTE,SensitiveLearning,0.036455059710873663,1.0,0.49527144577775795,6.128985059582824E-4,58.0,1533.0,13.0,0.0
STORM,12,86.77658697444353,NaiveBayes,BestFirst,SMOTE,SensitiveLearning,0.036455059710873663,1.0,0.49527144577775795,6.128985059582824E-4,58.0,1533.0,13.0,0.0
STORM,12,86.77658697444353,IBk,BestFirst,SMOTE,SensitiveLearning,0.036455059710873663,1.0,0.49527144577775795,6.128985059582824E-4,58.0,1533.0,13.0,0.0
STORM,13,88.08365405562414,RandomForest,None,None,None,0.7317073170731707,0.44776119402985076,0.7830150838376135,0.5261790182868139,60.0,22.0,1485.0,74.0
STORM,13,88.08365405562414,NaiveBayes,None,None,None,0.5125,0.30597014925373134,0.8499762303281205,0.34307047498893056,41.0,39.0,1468.0,93.0
STORM,13,88.08365405562414,IBk,None,None,None,0.44,0.41044776119402987,0.662782636254692,0.3754862471553102,55.0,70.0,1437.0,79.0
STORM,13,88.08365405562414,RandomForest,BestFirst,None,None,0.8378378378378378,0.4626865671641791,0.7722172151848588,0.5712419439122104,62.0,12.0,1495.0,72.0
STORM,13,88.08365405562414,NaiveBayes,BestFirst,None,None,0.775,0.4626865671641791,0.741435490100922,0.5520935056742708,62.0,18.0,1489.0,72.0
STORM,13,88.08365405562414,IBk,BestFirst,None,None,0.7875,0.4701492537313433,0.7466029177272232,0.562046983325954,63.0,17.0,1490.0,71.0
STORM,13,88.08365405562414,RandomForest,None,None,SensitiveLearning,0.32857142857142857,0.5149253731343284,0.7508121304558825,0.334848413298073,69.0,141.0,1366.0,65.0
STORM,13,88.08365405562414,NaiveBayes,None,None,SensitiveLearning,0.5301204819277109,0.3283582089552239,0.8498474779387732,0.36592152833732233,44.0,39.0,1468.0,90.0
STORM,13,88.08365405562414,IBk,None,None,SensitiveLearning,0.35,0.417910447761194,0.662782636254692,0.3205649105725092,56.0,104.0,1403.0,78.0
STORM,13,88.08365405562414,RandomForest,BestFirst,None,SensitiveLearning,0.2694805194805195,0.6194029850746269,0.7711698640176687,0.29537725311071655,83.0,225.0,1282.0,51.0
STORM,13,88.08365405562414,NaiveBayes,BestFirst,None,SensitiveLearning,0.6464646464646465,0.47761194029850745,0.741435490100922,0.5157537076226528,64.0,35.0,1472.0,70.0
STORM,13,88.08365405562414,IBk,BestFirst,None,SensitiveLearning,0.27241379310344827,0.5895522388059702,0.7466920539967713,0.29375275052421757,79.0,211.0,1296.0,55.0
STORM,13,88.08365405562414,RandomForest,None,SMOTE,None,0.5981308411214953,0.47761194029850745,0.7551104794540898,0.4944643611728305,64.0,43.0,1464.0,70.0
STORM,13,88.08365405562414,NaiveBayes,None,SMOTE,None,0.6283185840707964,0.5298507462686567,0.8657211619407937,0.5405726809992455,71.0,42.0,1465.0,63.0
STORM,13,88.08365405562414,IBk,None,SMOTE,None,0.3625,0.43283582089552236,0.6593979340193524,0.3354975499005858,58.0,102.0,1405.0,76.0
STORM,13,88.08365405562414,RandomForest,BestFirst,SMOTE,None,0.6666666666666666,0.44776119402985076,0.7367335518822609,0.5031094961917407,60.0,30.0,1477.0,74.0
STORM,13,88.08365405562414,NaiveBayes,BestFirst,SMOTE,None,0.8529411764705882,0.43283582089552236,0.7812274064316771,0.549489558127805,58.0,10.0,1497.0,76.0
STORM,13,88.08365405562414,IBk,BestFirst,SMOTE,None,0.648936170212766,0.4552238805970149,0.7496756430191445,0.5015245475074219,61.0,33.0,1474.0,73.0
STORM,13,88.08365405562414,RandomForest,None,SMOTE,SensitiveLearning,0.12131147540983607,0.5522388059701493,0.684497221919599,0.07507679038871842,74.0,536.0,971.0,60.0
STORM,13,88.08365405562414,NaiveBayes,None,SMOTE,SensitiveLearning,0.12131147540983607,0.5522388059701493,0.684497221919599,0.07507679038871842,74.0,536.0,971.0,60.0
STORM,13,88.08365405562414,IBk,None,SMOTE,SensitiveLearning,0.12131147540983607,0.5522388059701493,0.684497221919599,0.07507679038871842,74.0,536.0,971.0,60.0
STORM,13,88.08365405562414,RandomForest,BestFirst,SMOTE,SensitiveLearning,0.07845659163987138,0.9104477611940298,0.7747328387921045,-0.006936998414800735,122.0,1433.0,74.0,12.0
STORM,13,88.08365405562414,NaiveBayes,BestFirst,SMOTE,SensitiveLearning,0.07845659163987138,0.9104477611940298,0.7747328387921045,-0.006936998414800735,122.0,1433.0,74.0,12.0
STORM,13,88.08365405562414,IBk,BestFirst,SMOTE,SensitiveLearning,0.07845659163987138,0.9104477611940298,0.7747328387921045,-0.006936998414800735,122.0,1433.0,74.0,12.0
STORM,14,87.7916613540737,RandomForest,None,None,None,0.859375,0.4296875,0.761860835198657,0.5529980415376206,55.0,9.0,1778.0,73.0
STORM,14,87.7916613540737,NaiveBayes,None,None,None,0.6666666666666666,0.015625,0.8079729469781757,0.027557307764586696,2.0,1.0,1786.0,126.0
STORM,14,87.7916613540737,IBk,None,None,None,0.7432432432432432,0.4296875,0.7039600237828764,0.5211016456184803,55.0,19.0,1768.0,73.0
STORM,14,87.7916613540737,RandomForest,BestFirst,None,None,0.9655172413793104,0.4375,0.7533794418019026,0.5848445254319719,56.0,2.0,1785.0,72.0
STORM,14,87.7916613540737,NaiveBayes,BestFirst,None,None,1.0,0.4375,0.7432760912143257,0.5920999692329538,56.0,0.0,1787.0,72.0
STORM,14,87.7916613540737,IBk,BestFirst,None,None,0.9491525423728814,0.4375,0.7532242410464466,0.5812694423631423,56.0,3.0,1784.0,72.0
STORM,14,87.7916613540737,RandomForest,None,None,SensitiveLearning,0.4066666666666667,0.4765625,0.7369543928371572,0.39522643075490405,61.0,89.0,1698.0,67.0
STORM,14,87.7916613540737,NaiveBayes,None,None,SensitiveLearning,0.75,0.0234375,0.8079729469781757,0.04157199828405221,3.0,1.0,1786.0,125.0
STORM,14,87.7916613540737,IBk,None,None,SensitiveLearning,0.3972602739726027,0.453125,0.7039447222999441,0.37913217628977247,58.0,88.0,1699.0,70.0
STORM,14,87.7916613540737,RandomForest,BestFirst,None,SensitiveLearning,0.6938775510204082,0.53125,0.7533444669837717,0.5772647669130885,68.0,30.0,1757.0,60.0
STORM,14,87.7916613540737,NaiveBayes,BestFirst,None,SensitiveLearning,1.0,0.4375,0.7432760912143257,0.5920999692329538,56.0,0.0,1787.0,72.0
STORM,14,87.7916613540737,IBk,BestFirst,None,SensitiveLearning,0.6938775510204082,0.53125,0.7532329847509793,0.5772647669130885,68.0,30.0,1757.0,60.0
STORM,14,87.7916613540737,RandomForest,None,SMOTE,None,0.631578947368421,0.46875,0.7734987059317292,0.5102240983301259,60.0,35.0,1752.0,68.0
STORM,14,87.7916613540737,NaiveBayes,None,SMOTE,None,0.9824561403508771,0.4375,0.7975023608002239,0.5884545296644219,56.0,1.0,1786.0,72.0
STORM,14,87.7916613540737,IBk,None,SMOTE,None,0.58,0.453125,0.7127977231393396,0.47817624446498946,58.0,42.0,1745.0,70.0
STORM,14,87.7916613540737,RandomForest,BestFirst,SMOTE,None,0.7590361445783133,0.4921875,0.7956202783995523,0.5747968350412862,63.0,20.0,1767.0,65.0
STORM,14,87.7916613540737,NaiveBayes,BestFirst,SMOTE,None,1.0,0.4296875,0.7614608107162842,0.5843949281286694,55.0,0.0,1787.0,73.0
STORM,14,87.7916613540737,IBk,BestFirst,SMOTE,None,0.7191011235955056,0.5,0.7886253147733632,0.5660703055979186,64.0,25.0,1762.0,64.0
STORM,14,87.7916613540737,RandomForest,None,SMOTE,SensitiveLearning,0.09988109393579073,0.65625,0.6958261926412983,0.0648792719065997,84.0,757.0,1030.0,44.0
STORM,14,87.7916613540737,NaiveBayes,None,SMOTE,SensitiveLearning,0.09988109393579073,0.65625,0.6958261926412983,0.0648792719065997,84.0,757.0,1030.0,44.0
STORM,14,87.7916613540737,IBk,None,SMOTE,SensitiveLearning,0.09988109393579073,0.65625,0.6958261926412983,0.0648792719065997,84.0,757.0,1030.0,44.0
STORM,14,87.7916613540737,RandomForest,BestFirst,SMOTE,SensitiveLearning,0.10101010101010101,0.703125,0.7230825055959709,0.06766363622120276,90.0,801.0,986.0,38.0
STORM,14,87.7916613540737,NaiveBayes,BestFirst,SMOTE,SensitiveLearning,0.10101010101010101,0.703125,0.7230825055959709,0.06766363622120276,90.0,801.0,986.0,38.0
STORM,14,87.7916613540737,IBk,BestFirst,SMOTE,SensitiveLearning,0.10101010101010101,0.703125,0.7230825055959709,0.06766363622120276,90.0,801.0,986.0,38.0
STORM,15,90.29992516262736,RandomForest,None,None,None,0.4794520547945205,0.44871794871794873,0.8723972045378393,0.4384419474422637,35.0,38.0,1569.0,43.0
STORM,15,90.29992516262736,NaiveBayes,None,None,None,0.38461538461538464,0.1282051282051282,0.9099771831570214,0.17317038975605176,10.0,16.0,1591.0,68.0
STORM,15,90.29992516262736,IBk,None,None,None,0.32432432432432434,0.46153846153846156,0.6525297975204634,0.3453572816114284,36.0,75.0,1532.0,42.0
STORM,15,90.29992516262736,RandomForest,BestFirst,None,None,0.7619047619047619,0.41025641025641024,0.7892154516298885,0.5177052666012439,32.0,10.0,1597.0,46.0
STORM,15,90.29992516262736,NaiveBayes,BestFirst,None,None,0.7111111111111111,0.41025641025641024,0.7917643961514528,0.5035083776562544,32.0,13.0,1594.0,46.0
STORM,15,90.29992516262736,IBk,BestFirst,None,None,0.6037735849056604,0.41025641025641024,0.7881424217765226,0.46864689575322327,32.0,21.0,1586.0,46.0
STORM,15,90.29992516262736,RandomForest,None,None,SensitiveLearning,0.20670391061452514,0.47435897435897434,0.776825746334147,0.23885703283710255,37.0,142.0,1465.0,41.0
STORM,15,90.29992516262736,NaiveBayes,None,None,SensitiveLearning,0.3793103448275862,0.14102564102564102,0.9099771831570214,0.18516137474327463,11.0,18.0,1589.0,67.0
STORM,15,90.29992516262736,IBk,None,None,SensitiveLearning,0.24489795918367346,0.46153846153846156,0.6525297975204634,0.27622103747125853,36.0,111.0,1496.0,42.0
STORM,15,90.29992516262736,RandomForest,BestFirst,None,SensitiveLearning,0.19,0.7307692307692307,0.7882142230306511,0.2461999898327491,57.0,243.0,1364.0,21.0
STORM,15,90.29992516262736,NaiveBayes,BestFirst,None,SensitiveLearning,0.64,0.41025641025641024,0.7917643961514528,0.4812391764479515,32.0,18.0,1589.0,46.0
STORM,15,90.29992516262736,IBk,BestFirst,None,SensitiveLearning,0.1912751677852349,0.7307692307692307,0.7881144990665837,0.24801387223372956,57.0,241.0,1366.0,21.0
STORM,15,90.29992516262736,RandomForest,None,SMOTE,None,0.43529411764705883,0.47435897435897434,0.8175889138863626,0.4262897147994412,37.0,48.0,1559.0,41.0
STORM,15,90.29992516262736,NaiveBayes,None,SMOTE,None,0.6274509803921569,0.41025641025641024,0.9181026917492381,0.4769804545172365,32.0,19.0,1588.0,46.0
STORM,15,90.29992516262736,IBk,None,SMOTE,None,0.29770992366412213,0.5,0.6681026917492381,0.3345923931884153,39.0,92.0,1515.0,39.0
STORM,15,90.29992516262736,RandomForest,BestFirst,SMOTE,None,0.6181818181818182,0.4358974358974359,0.7604949499784597,0.49182229439740194,34.0,21.0,1586.0,44.0
STORM,15,90.29992516262736,NaiveBayes,BestFirst,SMOTE,None,0.8888888888888888,0.41025641025641024,0.7031297368882932,0.548194386348767,32.0,4.0,1603.0,46.0
STORM,15,90.29992516262736,IBk,BestFirst,SMOTE,None,0.5862068965517241,0.4358974358974359,0.7538014775102516,0.4794468270698553,34.0,24.0,1583.0,44.0
STORM,15,90.29992516262736,RandomForest,None,SMOTE,SensitiveLearning,0.060723514211886306,0.6025641025641025,0.6977645876214638,0.02863083667205138,47.0,727.0,880.0,31.0
STORM,15,90.29992516262736,NaiveBayes,None,SMOTE,SensitiveLearning,0.060723514211886306,0.6025641025641025,0.6977645876214638,0.02863083667205138,47.0,727.0,880.0,31.0
STORM,15,90.29992516262736,IBk,None,SMOTE,SensitiveLearning,0.060723514211886306,0.6025641025641025,0.6977645876214638,0.02863083667205138,47.0,727.0,880.0,31.0
STORM,15,90.29992516262736,RandomForest,BestFirst,SMOTE,SensitiveLearning,0.04455445544554455,0.9230769230769231,0.8074250474686069,-0.0036337170204442585,72.0,1544.0,63.0,6.0
STORM,15,90.29992516262736,NaiveBayes,BestFirst,SMOTE,SensitiveLearning,0.04455445544554455,0.9230769230769231,0.8074250474686069,-0.0036337170204442585,72.0,1544.0,63.0,6.0
STORM,15,90.29992516262736,IBk,BestFirst,SMOTE,SensitiveLearning,0.04455445544554455,0.9230769230769231,0.8074250474686069,-0.0036337170204442585,72.0,1544.0,63.0,6.0
STORM,16,89.58279614254036,RandomForest,None,None,None,0.21212121212121213,0.13725490196078433,0.5750505382447545,0.1498009788712918,7.0,26.0,1943.0,44.0
STORM,16,89.58279614254036,NaiveBayes,None,None,None,0.058823529411764705,0.0196078431372549,0.7874904151604776,0.01700263961187214,1.0,16.0,1953.0,50.0
STORM,16,89.58279614254036,IBk,None,None,None,0.14893617021276595,0.13725490196078433,0.49735109889562734,0.12158454386382658,7.0,40.0,1929.0,44.0
STORM,16,89.58279614254036,RandomForest,BestFirst,None,None,0.8333333333333334,0.09803921568627451,0.5793425546958245,0.17103241128806754,5.0,1.0,1968.0,46.0
STORM,16,89.58279614254036,NaiveBayes,BestFirst,None,None,0.3157894736842105,0.11764705882352941,0.5646839741483185,0.15991452868881656,6.0,13.0,1956.0,45.0
STORM,16,89.58279614254036,IBk,BestFirst,None,None,0.7142857142857143,0.09803921568627451,0.5613429729433673,0.16733936760386586,5.0,2.0,1967.0,46.0
STORM,16,89.58279614254036,RandomForest,None,None,SensitiveLearning,0.10416666666666667,0.29411764705882354,0.5501000806620261,0.1210721179709506,15.0,129.0,1840.0,36.0
STORM,16,89.58279614254036,NaiveBayes,None,None,SensitiveLearning,0.058823529411764705,0.0196078431372549,0.7874904151604776,0.01700263961187214,1.0,16.0,1953.0,50.0
STORM,16,89.58279614254036,IBk,None,None,SensitiveLearning,0.08571428571428572,0.23529411764705882,0.49734114062079887,0.09204930828443844,12.0,128.0,1841.0,39.0
STORM,16,89.58279614254036,RandomForest,BestFirst,None,SensitiveLearning,0.15,0.17647058823529413,0.5790836395502843,0.1386519944979361,9.0,51.0,1918.0,42.0
STORM,16,89.58279614254036,NaiveBayes,BestFirst,None,SensitiveLearning,0.2608695652173913,0.11764705882352941,0.5646839741483185,0.14880313183900376,6.0,17.0,1952.0,45.0
STORM,16,89.58279614254036,IBk,BestFirst,None,SensitiveLearning,0.125,0.13725490196078433,0.5613429729433673,0.1072480848556276,7.0,49.0,1920.0,44.0
STORM,16,89.58279614254036,RandomForest,None,SMOTE,None,0.125,0.19607843137254902,0.5789641402523427,0.12571161194728203,10.0,70.0,1899.0,41.0
STORM,16,89.58279614254036,NaiveBayes,None,SMOTE,None,0.2727272727272727,0.11764705882352941,0.7201724773200291,0.15147091229616583,6.0,16.0,1953.0,45.0
STORM,16,89.58279614254036,IBk,None,SMOTE,None,0.10989010989010989,0.19607843137254902,0.5030223364104403,0.11211350420452647,10.0,81.0,1888.0,41.0
STORM,16,89.58279614254036,RandomForest,BestFirst,SMOTE,None,0.23214285714285715,0.2549019607843137,0.6154462800864379,0.22244188035812726,13.0,43.0,1926.0,38.0
STORM,16,89.58279614254036,NaiveBayes,BestFirst,SMOTE,None,1.0,0.09803921568627451,0.6536312849162011,0.17485125654915046,5.0,0.0,1969.0,46.0
STORM,16,89.58279614254036,IBk,BestFirst,SMOTE,None,0.22033898305084745,0.2549019607843137,0.5626624443581394,0.21510579049134484,13.0,46.0,1923.0,38.0
STORM,16,89.58279614254036,RandomForest,None,SMOTE,SensitiveLearning,0.022540983606557378,0.43137254901960786,0.5383045041277049,-0.005403577135658544,22.0,954.0,1015.0,29.0
